prb_id,timestamp,resultset.result.rt,asn
35020,2019-10-05 22:43:22,602.403,7850.0
3604,2019-10-05 22:43:35,82.862,44712.0
3700,2019-10-05 22:43:48,424.507,28104.0
4401,2019-10-05 22:43:04,81.507,35244.0
50394,2019-10-05 22:43:05,44.114,13037.0
50630,2019-10-05 22:43:28,38.142,8708.0
50771,2019-10-05 22:43:16,65.693,9145.0
50771,2019-10-05 22:43:16,1.622,9145.0
51651,2019-10-05 22:43:46,38.065,208907.0
51651,2019-10-05 22:43:46,1.472,208907.0
6096,2019-10-05 22:43:50,4494.027,45494.0
6096,2019-10-05 22:43:50,1163.836,45494.0
10121,2019-10-05 22:44:54,94.724,43612.0
10121,2019-10-05 22:44:54,71.57,43612.0
10600,2019-10-05 22:44:42,79.171,1213.0
10600,2019-10-05 22:44:42,1.474,1213.0
10600,2019-10-05 22:44:42,1.276,1213.0
11768,2019-10-05 22:44:52,28.077,5410.0
12794,2019-10-05 22:44:47,54.505,50870.0
12794,2019-10-05 22:44:47,0.911,50870.0
12794,2019-10-05 22:44:47,0.939,50870.0
13201,2019-10-05 22:44:57,107.669,3320.0
13201,2019-10-05 22:44:57,1.019,3320.0
13284,2019-10-05 22:44:18,83.893,20766.0
13284,2019-10-05 22:44:18,0.957,20766.0
15747,2019-10-05 22:44:36,17.703,5410.0
16314,2019-10-05 22:44:02,17.294,42093.0
16914,2019-10-05 22:44:52,58.128,3215.0
18494,2019-10-05 22:44:05,163.771,8982.0
18494,2019-10-05 22:44:05,38.739,8982.0
