ASN,Users (est.),CC
136262,2516,BD
265339,2515,BR
270329,2515,BR
267993,2515,BR
262574,2515,BR
269508,2515,BR
269588,2515,BR
262878,2515,BR
267233,2515,BR
269126,2515,BR
269620,2515,BR
269586,2515,BR
270712,2515,BR
265171,2515,BR
265441,2515,BR
271017,2515,BR
267634,2515,BR
267538,2515,BR
269914,2511,PY
17279,2510,US
46825,2510,US
139595,2509,MM
134789,2509,IN
44866,2508,UA
60816,2508,PL
207493,2508,LB
203016,2508,UA
209564,2508,BG
37419,2507,TZ
25660,2504,US
9422,2504,AU
49000,2502,ES
212918,2502,ES
208931,2502,ES
139925,2501,PK
55403,2501,TH
45044,2501,UA
268393,2498,BR
268920,2498,BR
46274,2498,US
270497,2498,BR
270335,2498,BR
52000,2498,US
138925,2498,BD
46479,2498,US
268646,2498,BR
32331,2498,US
264600,2498,BR
268266,2498,BR
264980,2498,BR
29734,2498,US
270790,2498,BR
271094,2498,BR
268881,2498,BR
262326,2498,BR
50770,2494,LB
265838,2494,EC
197701,2493,PL
204301,2493,PL
208232,2493,PL
206890,2493,PL
22504,2493,US
135755,2493,IN
137811,2493,KH
40459,2493,US
263237,2491,CL
138074,2491,ID
132386,2491,PK
12684,2491,FR
205085,2489,BG
41160,2488,IT
131445,2488,MY
207054,2488,IT
201877,2488,IT
60673,2486,HU
208671,2486,MD
15404,2485,GB
42010,2485,GB
136713,2484,IN
267782,2484,AR
135824,2484,IN
139542,2484,IN
44320,2482,SE
40197,2481,US
269367,2481,BR
264876,2481,BR
263995,2481,BR
265906,2481,BR
266526,2481,BR
266010,2481,BR
265406,2481,BR
10421,2481,US
270744,2481,BR
59477,2481,SK
28586,2481,BR
262454,2481,BR
268513,2481,BR
269540,2481,BR
57007,2480,CZ
47727,2480,CZ
5483,2480,RO
206561,2480,TR
139826,2480,BD
328649,2479,BF
55606,2478,KR
7546,2478,AU
262216,2477,AR
140122,2476,IN
28414,2476,MX
34978,2475,IT
267888,2475,VE
14971,2475,US
59766,2475,IT
197207,2474,RO
35893,2472,CA
132649,2472,ID
141621,2472,ID
62225,2471,NO
20326,2470,US
265760,2470,AR
267827,2470,AR
136999,2469,BD
6663,2468,TR
137152,2468,IN
269761,2467,EC
203744,2467,BA
39060,2466,GB
138841,2466,ID
209850,2465,BG
32374,2464,US
29203,2463,UA
264507,2463,BR
269533,2463,BR
267118,2463,BR
270326,2463,BR
270238,2463,BR
265783,2463,AR
53047,2463,BR
53140,2463,BR
61886,2463,BR
48057,2463,MK
61773,2463,BR
270819,2463,BR
269594,2463,BR
41564,2462,CA
396521,2462,CA
198857,2462,PL
201847,2461,IT
44787,2461,IT
133658,2460,IN
132800,2459,BD
40050,2458,US
15250,2458,US
5,2458,KE
267587,2458,US
198785,2458,HR
394515,2458,US
397041,2458,US
34697,2456,GB
56818,2455,UA
31000,2455,UA
36243,2452,US
141553,2452,IN
21508,2452,US
136651,2452,IN
396982,2451,NL
8431,2451,BG
38400,2450,KR
41950,2449,RO
51182,2449,AE
264651,2449,AR
25412,2448,ES
198146,2447,PL
209897,2447,IT
50877,2447,IT
270502,2446,BR
269689,2446,BR
262248,2446,PA
265887,2446,BR
270893,2446,BR
24961,2446,GB
271536,2446,BR
271105,2446,BR
270390,2446,BR
264576,2446,BR
270472,2446,BR
269489,2446,BR
16612,2446,US
267194,2446,BR
265464,2446,BR
271291,2446,BR
201341,2445,SE
54351,2444,CA
140168,2444,IN
64111,2444,CL
133440,2444,MM
133673,2444,IN
10022,2444,NZ
4637,2443,HK
209154,2443,TR
269873,2442,AR
57858,2441,US
33725,2441,US
19800,2441,US
20426,2441,US
24579,2440,UA
28424,2440,MX
56427,2437,CZ
137608,2435,IN
29843,2435,US
60725,2435,CO
29886,2435,US
265697,2435,AR
265721,2435,US
134900,2435,IN
266763,2435,AR
266686,2434,SV
204389,2433,IT
51569,2433,IT
14037,2432,PL
49370,2432,PL
133380,2432,HK
43618,2430,ES
204352,2430,LB
203991,2430,ES
209855,2430,ES
268079,2429,BR
266258,2429,BR
262831,2429,BR
263265,2429,BR
271098,2429,BR
262950,2429,BR
265010,2429,BR
268915,2429,BR
268793,2429,BR
268877,2429,BR
54301,2429,US
268741,2429,BR
270964,2429,BR
269129,2429,BR
271337,2429,BR
268217,2429,BR
263023,2429,BR
268086,2429,BR
3356,2428,AR
57732,2428,FI
267733,2428,CL
136653,2427,IN
64067,2427,AU
266828,2425,PA
63103,2423,US
139572,2419,IN
12005,2418,US
263735,2418,US
48964,2417,PL
198007,2417,PL
9129,2417,KE
34169,2417,PL
267891,2414,AR
63920,2414,AU
269987,2414,AR
28053,2414,DO
266467,2412,BR
268733,2412,BR
266486,2412,BR
266176,2412,BR
22632,2412,US
271003,2412,BR
271129,2412,BR
267347,2412,BR
270914,2412,BR
55230,2412,US
270634,2412,BR
263956,2412,BR
61728,2412,BR
266132,2412,BR
271234,2412,BR
265893,2412,BR
267959,2412,BR
140131,2411,IN
5532,2411,MT
59536,2410,UA
269907,2409,CO
199524,2408,KZ
14453,2408,CA
21545,2406,US
5653,2406,US
58075,2404,NL
61143,2403,GG
328636,2403,KE
134945,2403,IN
202100,2402,PL
25000,2402,UA
15595,2402,UA
8014,2400,US
1249,2400,US
42003,2397,GB
268374,2395,BR
268320,2395,BR
49902,2395,FR
33835,2395,FR
61595,2395,BR
270855,2395,BR
138801,2395,IN
264034,2395,BR
40111,2395,US
268380,2395,BR
262944,2395,MX
262179,2395,SV
6307,2395,US
271064,2395,BR
197046,2395,CZ
134260,2395,IN
208617,2394,ES
270101,2393,AR
266883,2393,AR
396982,2392,TW
198102,2392,IT
36734,2389,US
199391,2389,IL
38395,2389,KR
11195,2389,US
140389,2388,ID
205030,2387,PL
52009,2387,PL
20750,2386,BG
10697,2386,AR
267875,2386,AR
200046,2386,IE
269854,2386,AR
265801,2386,AR
18895,2386,PR
265736,2386,AR
134073,2385,TH
16413,2384,BM
62482,2383,US
13335,2382,TR
63731,2382,VN
25155,2380,UA
239,2380,CA
328266,2380,ZA
137409,2380,SG
203087,2379,KZ
137118,2378,IN
140224,2378,HK
267481,2377,BR
269134,2377,BR
269067,2377,BR
271135,2377,BR
267388,2377,BR
268933,2377,BR
262522,2377,BR
2728,2377,US
266627,2377,BR
14382,2377,US
1415,2377,US
270851,2377,BR
61639,2377,BR
270973,2377,BR
268917,2377,BR
267060,2377,BR
270900,2377,BR
42473,2377,BR
207136,2376,ES
27822,2376,ES
39777,2374,RO
35247,2373,CY
198637,2372,PL
12079,2372,US
9009,2372,TW
27353,2372,US
160,2372,US
204871,2372,PL
59826,2372,UA
11178,2372,US
51277,2372,PL
25640,2372,US
198271,2372,PL
7016,2372,US
19356,2366,US
59498,2365,KZ
202803,2365,IT
197664,2365,IT
9009,2364,TR
205513,2364,UA
30294,2362,PR
140196,2362,IN
137656,2362,IN
9753,2361,KR
266439,2360,BR
266451,2360,BR
268308,2360,BR
264933,2360,BR
268871,2360,BR
268907,2360,BR
9833,2360,US
270775,2360,BR
263056,2360,BR
132468,2359,SB
60273,2358,ES
198704,2357,PL
205447,2357,PL
208538,2357,UA
210327,2357,UA
57795,2357,NL
204126,2357,PL
138158,2357,MM
205485,2357,PL
18399,2357,MM
201406,2356,BG
60118,2356,RO
206892,2355,HU
7564,2354,KR
138221,2354,IN
46280,2353,CA
142122,2353,BD
141645,2352,ID
197650,2351,IT
270102,2350,CL
269988,2350,CL
61509,2350,AR
2920,2349,US
7849,2349,US
20299,2349,GT
57774,2349,UA
5564,2348,GB
22363,2348,GB
61145,2347,IE
37016,2345,ZA
138783,2345,IN
45491,2345,IN
133797,2345,ID
140479,2345,ID
139651,2344,AF
267539,2343,BR
269275,2343,BR
270462,2343,BR
6595,2343,US
270365,2343,BR
57491,2343,AM
263972,2343,BR
271138,2343,BR
265224,2343,BR
270317,2343,BR
268252,2343,BR
271132,2343,BR
269076,2343,BR
61757,2343,BR
268112,2343,BR
30405,2343,US
28166,2343,BR
206964,2342,UA
203741,2342,PL
201113,2342,PL
31264,2342,NO
51148,2342,PL
196924,2342,UA
198179,2342,UA
10174,2341,KR
202189,2341,NL
266856,2341,EC
209791,2340,ES
45725,2339,ID
45317,2339,ID
265717,2338,VE
51744,2338,CZ
42473,2338,GB
25601,2337,US
45177,2337,AU
19156,2337,US
134878,2337,IN
46465,2337,US
269917,2336,AR
3633,2335,CA
28954,2335,SE
29286,2333,GR
702,2331,FR
20141,2331,US
11560,2331,US
55322,2327,VN
213226,2327,UA
269112,2326,BR
198214,2326,PL
52719,2326,BR
18886,2326,US
21984,2326,US
267455,2326,BR
264350,2326,BR
268673,2326,BR
266116,2326,BR
10146,2326,US
270717,2326,BR
268284,2326,BR
263483,2326,BR
206723,2325,IE
43295,2325,RO
15169,2325,AE
62208,2324,BY
44712,2323,CZ
47202,2323,PT
9075,2322,ES
24535,2321,ID
133980,2321,IN
20295,2320,US
202276,2319,GB
8751,2318,RO
206717,2318,CY
61139,2318,RO
24321,2318,MY
11342,2317,CA
139347,2316,BD
2799,2316,SE
60146,2315,TR
262934,2315,AR
12173,2314,US
15899,2314,LV
29644,2314,IE
10689,2314,US
15191,2314,US
40230,2314,US
47096,2314,US
213347,2312,HK
34280,2311,UA
205105,2311,PL
29443,2311,UA
328155,2311,ZA
197480,2311,PL
31504,2311,UA
51333,2310,IT
8781,2310,IT
48417,2309,CZ
36492,2309,GB
270627,2308,BR
265001,2308,BR
63436,2308,US
4385,2308,US
46,2308,US
14131,2308,US
265683,2308,AR
61845,2308,BR
54004,2308,US
394161,2308,US
270835,2308,BR
268681,2308,BR
61819,2308,BR
270881,2308,BR
267941,2308,BR
263080,2308,BR
203103,2307,SK
139704,2307,MM
38408,2306,KR
133965,2305,IN
60441,2304,BG
47683,2304,ES
396319,2303,US
11827,2303,US
13335,2303,CL
136128,2303,ID
136003,2300,BD
15770,2299,GB
397347,2297,US
206092,2297,ID
11624,2297,US
131722,2297,ID
40923,2297,US
33392,2297,MF
20347,2297,US
20311,2297,US
200918,2296,PL
265523,2296,MX
196891,2296,PL
135792,2296,IN
37322,2296,CG
134040,2296,IN
35319,2296,PL
21788,2296,IN
35671,2296,PL
47830,2296,PL
208805,2295,CZ
35525,2295,MD
202931,2295,MD
263190,2294,AR
48863,2292,NO
269007,2291,BR
268713,2291,BR
267437,2291,BR
269125,2291,BR
269203,2291,BR
52920,2291,BR
269168,2291,BR
267675,2291,BR
267149,2291,BR
270576,2291,BR
271579,2291,BR
265226,2291,BR
266261,2291,BR
265833,2291,CO
263399,2291,BR
30072,2291,US
206008,2290,TR
134106,2290,BD
57001,2289,UA
44212,2289,GB
10778,2287,CL
270024,2287,CL
206195,2286,ES
211458,2286,AL
9526,2286,KR
37087,2285,GH
18566,2285,US
132294,2284,BD
209137,2282,IT
200818,2282,IT
29414,2281,PL
31173,2281,UA
134018,2280,IN
46147,2280,US
399203,2280,US
395194,2280,US
30043,2280,US
141592,2279,ID
17593,2279,KR
131779,2279,ID
29340,2279,GH
133466,2279,SG
197112,2277,HU
328695,2276,ZA
266229,2274,BR
271108,2274,BR
11738,2274,US
265981,2274,BR
267649,2274,BR
264750,2274,US
35499,2274,GR
265371,2274,BR
271294,2274,BR
53040,2274,BR
266297,2274,BR
267136,2274,BR
64200,2274,BR
270617,2274,BR
270513,2274,BR
10148,2273,AU
266685,2273,AR
48031,2273,UA
210289,2272,TR
41935,2272,IN
204649,2271,FK
3484,2269,MX
31689,2269,CY
206318,2268,ES
12540,2268,ES
394472,2268,US
41782,2266,BG
57715,2266,PL
25557,2266,PL
52492,2266,AR
29245,2266,PL
42726,2266,CZ
48748,2266,UA
42455,2265,IM
134929,2264,IN
135853,2264,IN
394356,2262,US
46692,2262,US
35979,2262,US
397569,2262,CA
31851,2262,CA
61452,2259,AR
22616,2259,AR
50574,2258,UA
208515,2258,UA
263691,2258,CO
266541,2257,BR
268845,2257,BR
267243,2257,BR
270395,2257,BR
269611,2257,BR
262654,2257,BR
268562,2257,BR
263385,2257,BR
271292,2257,BR
267301,2257,BR
265430,2257,BR
10897,2257,BR
271290,2257,BR
263942,2257,BR
268909,2257,BR
268792,2257,BR
27005,2256,US
140189,2256,IN
141571,2256,IN
397298,2256,US
33786,2256,GH
201367,2255,IT
43942,2255,IT
200076,2254,HU
38407,2252,KR
50784,2252,CZ
26244,2251,US
197201,2251,PL
43244,2251,PL
43145,2251,UA
197829,2250,ES
138828,2249,ID
38142,2249,ID
136861,2249,ID
132867,2247,IN
269818,2245,AR
19113,2245,US
26463,2245,US
265673,2245,AR
36522,2244,CA
60099,2243,LT
39546,2243,UA
141689,2243,NP
15782,2243,SE
206801,2241,IT
14576,2239,US
268473,2239,BR
28159,2239,BR
270324,2239,BR
268929,2239,BR
268785,2239,BR
270467,2239,BR
269483,2239,BR
135861,2239,IN
53213,2239,BR
264537,2239,BR
25956,2239,US
264208,2239,BR
269439,2239,BR
270336,2239,BR
6112,2239,US
135171,2239,IN
268571,2239,BR
264910,2239,BR
61795,2239,BR
209937,2236,UA
35656,2234,JO
134503,2234,AU
33164,2234,CA
393429,2233,US
46576,2233,US
37204,2233,US
202654,2232,ES
36351,2231,NL
198440,2231,GB
16353,2231,GB
60255,2231,GB
133799,2231,ID
37013,2230,TZ
267837,2229,PY
25145,2229,TR
21833,2228,US
21379,2228,UA
4130,2228,US
5766,2228,US
16437,2227,KY
266706,2225,CL
57446,2225,RO
203724,2225,ZA
42303,2224,SE
62405,2224,CZ
52397,2224,AR
52484,2224,AR
204896,2224,SE
263815,2224,AR
134903,2223,IN
137612,2223,IN
138711,2223,IN
52766,2222,BR
271163,2222,BR
268514,2222,BR
266517,2222,BR
395795,2222,US
269585,2222,BR
40396,2222,US
267962,2222,BR
264012,2222,BR
270787,2222,BR
271097,2222,BR
268342,2222,BR
268458,2222,BR
267239,2222,BR
267040,2222,BR
263849,2222,BR
270810,2222,BR
270896,2222,BR
35433,2221,GB
52281,2221,VE
200574,2221,PL
205443,2221,PL
24645,2220,LT
39726,2220,UA
139087,2219,PK
137074,2219,PH
139997,2218,ID
36384,2216,US
54006,2216,US
62684,2216,US
9150,2215,NL
37613,2215,GH
48861,2214,AM
60989,2213,IT
47838,2212,LT
54138,2211,PE
51055,2211,GB
21891,2210,US
11809,2210,US
46320,2207,CA
37055,2207,ZA
198642,2206,PL
62321,2206,PL
138903,2206,BD
58022,2206,RO
328585,2206,NG
269202,2205,BR
46188,2205,US
270883,2205,BR
267043,2205,BR
268888,2205,BR
269140,2205,BR
268394,2205,BR
268614,2205,BR
270691,2205,BR
21743,2205,US
268415,2205,BR
264545,2205,BR
270651,2205,BR
267628,2205,BR
268202,2205,BR
263131,2205,BR
205352,2204,BG
36351,2204,MY
62009,2200,IT
197293,2200,IT
33576,2200,IT
203180,2200,IT
7276,2199,US
264676,2199,PA
46502,2199,US
25150,2198,UA
59594,2198,UA
269878,2198,PY
44565,2198,TR
396982,2197,AE
208528,2196,ES
204287,2196,ES
15830,2196,ES
31595,2192,GB
31515,2192,GB
44967,2190,BG
328306,2190,ZA
135739,2190,IN
61233,2190,PL
140108,2190,IN
56449,2190,PL
9164,2190,UA
41972,2190,UA
21437,2190,UA
267459,2188,BR
269290,2188,BR
264171,2188,BR
268582,2188,BR
262445,2188,BR
264053,2188,BR
270733,2188,BR
270318,2188,BR
28249,2188,BR
264530,2188,BR
265040,2188,BR
53166,2188,BR
267303,2188,BR
266615,2188,BR
271005,2188,BR
270939,2188,BR
271498,2188,BR
270699,2188,BR
270397,2188,BR
268150,2188,BR
269511,2188,BR
22935,2187,US
22788,2187,US
57752,2187,FR
15433,2186,IT
58411,2186,HK
204121,2186,IT
47997,2183,IL
200923,2183,RS
39084,2182,UA
26779,2182,US
53460,2182,US
141447,2182,AF
141301,2182,IN
397475,2182,US
46061,2182,ID
30710,2182,US
8902,2182,GB
131735,2182,ID
9229,2181,HK
141436,2180,BD
37662,2179,KE
60815,2179,IQ
264641,2178,CL
204602,2178,ES
394911,2176,US
22834,2176,US
40091,2176,US
265648,2175,AR
59572,2175,PL
265708,2175,AR
201027,2175,PL
204619,2175,UA
138792,2174,IN
5552,2172,GB
269602,2171,BR
267021,2171,BR
264068,2171,BR
266531,2171,BR
263977,2171,BR
268781,2171,BR
270697,2171,BR
268565,2171,BR
61713,2171,BR
267637,2171,BR
266408,2171,BR
41564,2171,IE
271140,2171,BR
268602,2171,BR
267212,2171,BR
269653,2171,BR
36351,2171,FR
263932,2171,BR
46198,2170,DO
111,2170,US
12145,2170,US
54512,2170,US
12491,2169,IL
15466,2168,NL
59381,2168,AF
208531,2167,UA
58392,2164,ID
45385,2163,KR
269944,2162,CL
395479,2161,CA
40727,2161,CA
270063,2161,AR
199292,2160,ES
198408,2160,PL
62043,2160,ES
48020,2160,ES
59556,2160,PL
206430,2160,ES
9199,2158,MD
209302,2158,AL
206961,2158,IT
136720,2157,IN
138750,2157,IN
206456,2156,GR
34560,2156,RO
10798,2156,ZA
1299,2155,FR
267687,2154,AR
270002,2154,AR
136917,2154,BD
52383,2154,AR
270599,2153,BR
266605,2153,BR
14822,2153,US
269173,2153,BR
268349,2153,BR
1215,2153,US
264130,2153,BR
266522,2153,BR
266384,2153,BR
39396,2152,BG
9293,2150,HK
138315,2149,IN
207991,2149,AM
4410,2149,IN
34917,2149,BG
63741,2148,VN
40244,2147,US
16954,2147,US
134676,2146,BD
35365,2145,UA
16283,2145,PL
21488,2145,UA
200740,2145,FI
206498,2145,IT
198048,2145,PL
9229,2144,AU
20665,2144,BG
16531,2144,MX
55256,2143,GB
17574,2142,KR
48024,2142,TW
138999,2142,KH
9271,2142,KR
54221,2141,US
23148,2141,US
26747,2141,US
141249,2141,IN
133700,2141,IN
133115,2140,HK
55256,2139,FR
25528,2139,HR
57904,2138,CZ
136039,2137,BT
28996,2137,UA
265896,2136,BR
267053,2136,BR
263541,2136,BR
264322,2136,BR
267557,2136,BR
263480,2136,BR
264904,2136,BR
268443,2136,BR
268742,2136,BR
268236,2136,BR
266529,2136,BR
40772,2136,US
270828,2136,BR
270354,2136,BR
264201,2136,BR
268197,2136,BR
23570,2135,KR
200134,2131,AX
263179,2130,US
61134,2130,PL
35215,2130,PL
36590,2130,US
2705,2130,US
20699,2129,UA
136982,2128,PH
266753,2126,AR
138170,2125,BD
134944,2125,IN
13429,2124,US
7800,2124,US
395810,2124,US
45980,2122,KR
56543,2122,UA
57776,2122,MD
213024,2122,UA
269282,2119,BR
270748,2119,BR
268436,2119,BR
265964,2119,BR
269694,2119,BR
265394,2119,BR
265173,2119,BR
270970,2119,BR
270454,2119,BR
265117,2119,BR
270993,2119,BR
267138,2119,BR
267128,2119,BR
269222,2119,BR
268139,2119,BR
269063,2119,BR
265948,2119,BR
266031,2119,BR
271267,2119,BR
268760,2119,BR
268299,2119,BR
265834,2119,AR
40805,2118,US
398009,2118,US
134305,2117,IN
265504,2117,MX
138262,2117,IN
197479,2115,PL
7559,2115,KR
209328,2115,PL
3165,2115,PL
53597,2113,US
46256,2113,US
138412,2112,BD
140220,2112,NZ
135474,2110,ID
133838,2110,ID
138758,2108,IN
134943,2108,IN
45376,2108,KR
57473,2107,GE
13794,2107,CA
43109,2107,UA
22363,2106,AU
267734,2105,AR
25125,2105,IL
45707,2104,ID
204467,2104,MD
25585,2103,GB
60559,2103,IT
268592,2102,BR
53198,2102,BR
262540,2102,BR
52594,2102,BR
268786,2102,BR
33582,2102,JM
262447,2102,BR
267565,2102,BR
269573,2102,BR
27697,2102,BR
269233,2102,BR
271230,2102,BR
268690,2102,BR
265213,2102,BR
63304,2101,US
63270,2101,US
53989,2101,US
201953,2100,PL
61288,2100,PL
134855,2100,IN
206401,2100,PL
198035,2100,PL
136301,2100,IN
136366,2100,IN
212118,2099,UA
36511,2098,GP
135499,2097,PH
21803,2095,US
206177,2095,CZ
54538,2095,US
3424,2095,US
39904,2095,CZ
202448,2094,GB
51782,2094,GB
18042,2094,TW
328184,2093,GH
24395,2093,AU
51438,2091,HU
201565,2090,IT
60530,2090,IT
37480,2090,NG
61010,2088,KG
62904,2088,CA
139835,2088,BD
133481,2087,MY
48716,2087,KZ
201441,2086,LU
44284,2085,PL
35198,2085,PL
206454,2085,PL
37569,2085,ZM
268070,2084,BR
4150,2084,US
264155,2084,BR
263993,2084,BR
211570,2084,UA
61762,2084,BR
270557,2084,BR
269468,2084,BR
52958,2084,BR
271374,2084,BR
135775,2084,IN
22164,2084,US
207916,2084,GB
268340,2084,BR
270778,2084,BR
269496,2084,BR
270899,2084,BR
268767,2084,BR
20258,2084,US
262207,2084,GT
266169,2084,BR
264011,2084,BR
267695,2084,AR
37613,2083,NG
132129,2083,BD
199480,2081,FI
13199,2081,CZ
28392,2081,MX
204570,2081,CZ
141016,2079,PH
17649,2078,NZ
26258,2078,US
140321,2078,BD
27496,2078,US
48264,2078,BG
4767,2078,TH
13659,2078,US
200475,2076,BG
136326,2076,IN
202146,2076,IT
203089,2076,IT
47516,2075,RO
59877,2075,FR
26636,2074,NL
328303,2074,GH
53356,2074,NL
38764,2073,ID
135780,2072,US
54063,2072,US
42473,2070,AR
197233,2070,PL
199081,2070,GR
327946,2069,ZA
29918,2069,ZA
134918,2068,IN
137154,2068,IN
267938,2067,BR
267430,2067,BR
267218,2067,BR
53216,2067,BR
61849,2067,BR
61938,2067,BR
265246,2067,BR
58907,2067,AU
271318,2067,BR
270380,2067,BR
270296,2067,BR
270259,2067,BR
267609,2067,BR
267299,2067,BR
262423,2067,BR
266296,2067,BR
269671,2067,BR
265305,2067,BR
270742,2067,BR
27231,2066,US
63107,2066,US
54057,2066,US
19512,2066,US
207389,2065,AZ
34083,2063,AM
43625,2062,IT
2055,2061,US
136131,2061,ID
27192,2061,US
17212,2061,US
13335,2060,LT
202448,2060,FR
133598,2059,IN
204804,2058,KZ
54239,2055,US
40232,2055,US
22226,2055,US
37094,2055,US
139451,2055,ID
132268,2055,NZ
26975,2055,US
396983,2055,US
41319,2054,PL
136513,2054,PH
198112,2054,PL
56712,2054,PL
196758,2054,UA
201260,2054,UA
327771,2053,TZ
396982,2052,SG
141465,2052,BD
135180,2051,IN
54328,2049,US
11109,2049,US
46491,2049,US
210172,2048,IT
205099,2048,IT
10126,2046,TW
204948,2046,SK
38845,2046,TW
206629,2045,GB
37027,2044,KE
22121,2043,US
141295,2043,IN
22746,2043,US
36327,2043,US
136330,2043,IN
27823,2042,AR
399291,2041,PR
132077,2041,AU
203086,2039,PL
203742,2039,PL
199449,2039,PL
203302,2039,PL
10170,2039,KR
201819,2039,PL
25183,2038,UA
135645,2036,PH
37662,2036,NG
45469,2035,IN
21744,2035,KY
133279,2035,IN
269832,2035,AR
36715,2032,US
2900,2032,US
16851,2032,US
207980,2031,AM
42174,2031,UA
133401,2029,AU
13082,2029,KZ
269872,2028,AR
207147,2028,FR
2592,2027,TR
54938,2026,US
18723,2026,US
393581,2026,US
64050,2026,KR
206610,2025,LU
44702,2025,GB
36877,2024,
135333,2024,KH
197433,2024,CZ
47725,2023,UA
44294,2023,UA
140052,2022,HK
131583,2021,NZ
398228,2021,KN
52292,2021,AR
267895,2021,AR
10349,2020,US
25754,2020,US
133285,2019,IN
135721,2019,IN
138766,2019,IN
196874,2019,SM
270117,2018,MX
57486,2018,RS
202564,2017,SK
17766,2016,AU
40198,2015,US
47066,2015,US
209196,2014,HU
51660,2013,BG
21331,2013,NO
200019,2013,MD
141137,2013,ID
29286,2012,IE
141154,2011,BD
138220,2010,IN
270045,2010,BO
48008,2010,AM
139551,2010,IN
47442,2010,KW
135722,2010,IN
134881,2010,IN
398249,2009,US
4511,2009,US
206442,2009,PL
19616,2009,US
32765,2009,US
13853,2009,US
33120,2009,US
394581,2009,US
42351,2008,BG
208661,2008,PS
12850,2007,IT
13253,2007,IT
213089,2007,IT
269808,2007,AR
4796,2007,ID
51451,2006,RS
37350,2005,NG
263785,2005,CR
262287,2005,CL
26713,2003,US
394711,2003,US
31758,2003,US
134276,2002,IN
38763,2001,ID
39772,2001,UA
51024,2000,RO
267824,2000,AR
202725,1999,LT
23582,1998,KR
211356,1998,AL
24398,1998,NZ
398704,1997,US
46790,1997,US
22040,1997,US
56017,1996,FR
202131,1995,CZ
212326,1995,CZ
197418,1994,PL
197300,1994,PL
57321,1994,PL
60810,1994,PL
137113,1994,IN
141509,1994,IN
135702,1994,IN
47850,1994,PL
136674,1994,IN
51769,1994,PL
205051,1993,IT
57612,1993,UA
16175,1993,NO
39623,1993,UA
55615,1992,KR
45187,1989,HK
135330,1989,HK
16624,1988,CA
208997,1988,AM
210179,1988,MK
59784,1988,RO
395922,1986,US
5626,1986,PT
141262,1986,IN
263817,1984,NI
43391,1984,TR
203982,1984,IQ
137850,1983,TH
8870,1981,CZ
49890,1981,CZ
26873,1980,US
48698,1980,BG
8255,1980,FR
33964,1980,IT
5400,1980,NL
37612,1979,CA
266785,1979,AR
201314,1979,PL
13249,1978,UA
132113,1977,AU
44651,1975,HU
4314,1974,US
28007,1973,CR
62651,1973,SK
31065,1972,EG
24537,1971,ID
50074,1970,UA
44558,1970,CY
39999,1969,US
132931,1969,IN
36007,1969,US
60909,1969,RO
201116,1967,CZ
206784,1967,CZ
198284,1967,CZ
9009,1967,AD
45896,1965,VN
136400,1965,AF
198269,1964,PL
203287,1964,PL
32242,1964,HK
38414,1964,KR
1999,1963,US
35932,1963,US
3582,1963,US
135391,1963,US
46093,1963,US
208599,1963,FI
31998,1963,US
136600,1963,US
49188,1961,BG
139401,1958,ID
46313,1957,US
46154,1957,US
64267,1957,US
327829,1957,CG
43998,1955,UA
44506,1954,FI
51968,1953,CZ
206655,1952,IT
49979,1952,IT
56472,1952,IT
14366,1952,CA
12835,1952,IT
40389,1951,US
32000,1951,US
30436,1951,US
28729,1951,US
2732,1951,US
132508,1951,PH
19151,1951,US
14373,1951,US
269776,1950,AR
29665,1949,PL
267924,1949,EC
51752,1948,NL
47608,1948,FR
42845,1948,FR
45748,1948,PK
14187,1946,CO
27348,1946,US
23546,1946,US
140478,1946,ID
52337,1946,PA
55570,1945,IN
57710,1944,SK
40191,1943,CA
21196,1942,BA
23838,1941,NZ
11452,1940,US
22284,1940,US
19855,1940,US
399693,1940,US
29696,1940,US
38749,1939,AU
201474,1938,IT
203582,1937,GB
45535,1937,IN
9649,1937,TH
212655,1937,GB
208724,1936,HU
211572,1935,HR
25808,1934,US
209464,1934,SA
23969,1934,MY
207169,1934,SA
18495,1934,US
51875,1932,UA
198545,1932,FR
22363,1932,FR
49038,1932,UA
206092,1930,MY
45445,1930,KR
41313,1930,MK
21019,1929,SK
134862,1929,IN
138316,1929,IN
137642,1929,IN
17216,1928,US
26363,1928,US
11355,1928,NG
15165,1928,US
136101,1928,ID
7349,1928,US
7645,1926,AU
46069,1926,AU
30849,1925,UA
9131,1925,UA
26677,1924,CA
38731,1923,VN
28746,1923,TR
12148,1923,US
58474,1922,ID
265719,1922,AR
133817,1922,ID
266674,1922,AR
5513,1921,HU
137652,1920,IN
141323,1920,IN
200868,1919,IS
198891,1918,PL
34891,1918,PL
139340,1918,HK
56304,1918,NZ
200437,1918,PL
24111,1918,NZ
19247,1917,US
205013,1917,UA
136843,1916,ID
15580,1916,FR
174,1916,GR
25222,1915,CA
136765,1913,BD
45447,1913,AU
10146,1912,IN
32098,1911,US
13512,1911,US
1706,1911,US
43843,1911,IT
42772,1910,CZ
138079,1910,ID
204531,1910,UA
132518,1904,IN
138291,1904,IN
18401,1903,KR
49007,1903,PL
197254,1902,UA
52114,1902,UA
265581,1902,MX
206130,1901,NL
142157,1901,BD
46543,1900,US
62163,1898,GB
58246,1898,GB
6747,1898,LV
57111,1897,IT
200752,1897,IT
8224,1897,IT
51524,1896,CZ
140134,1896,IN
136292,1896,IN
