,prb_id,country_code,asn_v4
5688,1472,DE,198930.0
5689,14720,US,6360.0
5690,14721,SA,
5691,14722,BD,
5692,14723,RU,42610.0
5693,14724,DE,3320.0
5694,14725,BE,5432.0
5695,14726,GB,29668.0
5696,14727,GB,
5697,14728,DE,8881.0
5698,14729,US,7922.0
5699,14730,RU,8402.0
5700,14731,US,7922.0
5701,14732,US,
5702,14733,US,3209.0
5703,14734,US,54931.0
5704,14735,UA,
5705,14736,NL,
5706,14737,FR,3215.0
5707,14738,,
5708,14739,FR,3215.0
5709,1474,GB,60079.0
5710,14740,FR,3215.0
5711,14741,,
5712,14742,SG,9506.0
5713,14743,NL,6830.0
5714,14744,IT,12874.0
5715,14745,BE,12392.0
5716,14746,SE,2119.0
5717,14747,US,7922.0
5718,14748,US,7922.0
5719,14749,IT,
5720,14750,US,7922.0
5721,14751,SE,3246.0
5722,14752,DE,8881.0
5723,14753,SK,3333.0
5724,14754,US,3333.0
5725,14755,RU,25159.0
5726,14756,RU,12389.0
5727,14757,ES,
5728,14758,GB,
5729,14759,SG,
5730,1476,MT,12709.0
5731,14760,IN,
5732,14761,GB,2856.0
5733,14762,UA,
5734,14763,RU,42893.0
5735,14764,DE,
5736,14765,NL,25596.0
5737,14766,TN,2609.0
5738,14767,US,36416.0
5739,14768,IT,12874.0
5740,14769,IT,12874.0
5741,1477,DE,3320.0
5742,14770,JP,4713.0
5743,14771,UA,6876.0
5744,14772,SG,56300.0
5745,14773,UA,
5746,14774,IT,3269.0
5747,14775,GB,5089.0
5748,14776,SG,56300.0
5749,14777,US,7922.0
5750,14778,AU,4764.0
5751,14779,CA,19171.0
5752,14780,IT,3269.0
5753,14781,US,7922.0
5754,14782,DE,6830.0
5755,14783,CA,40788.0
5756,14784,DE,198967.0
5757,14785,IE,13280.0
5758,14786,US,
5759,14787,US,174.0
5760,14788,GB,51782.0
5761,14789,DE,6830.0
5762,14790,UA,6876.0
5763,14791,GB,20712.0
5764,14792,DE,25579.0
5765,14793,RU,
5766,14794,DE,680.0
5767,14795,US,6128.0
5768,14796,US,7922.0
5769,14797,BD,58587.0
5770,14798,US,36194.0
5771,14799,FR,197133.0
5772,148,CZ,6881.0
5773,14800,US,
5774,14801,US,
5775,14802,JP,23620.0
5776,14803,DE,3320.0
5777,14804,,39608.0
5778,14806,JP,4685.0
5779,14807,JP,17676.0
5780,14808,DE,13045.0
5781,1481,DE,61157.0
5782,14810,JP,4713.0
5783,14811,JP,38639.0
5784,14812,JP,9351.0
5785,14813,PL,28785.0
5786,14814,ES,3352.0
5787,14815,JP,17676.0
5788,14817,PL,30851.0
5789,14818,US,5719.0
5790,1482,DE,13020.0
5791,14820,US,5719.0
5792,14822,BE,6848.0
5793,14824,JP,55391.0
5794,14825,UA,
5795,14826,US,
5796,14827,JP,17931.0
5797,14829,PL,12346.0
5798,1483,DE,6805.0
5799,14830,PL,8508.0
5800,14831,JP,4713.0
5801,14832,JP,4685.0
5802,14833,HK,4760.0
5803,14834,IT,
5804,14835,ES,15704.0
5805,14836,US,
5806,14837,IT,1267.0
5807,14839,SE,199150.0
5808,1484,AT,3330.0
5809,14840,IT,
5810,14841,CN,
5811,14842,ES,12430.0
5812,14843,JP,2514.0
5813,14844,PL,30851.0
5814,14846,CA,6939.0
5815,14847,AT,62239.0
5816,14849,IT,3269.0
5817,1485,DE,8767.0
5818,14850,JP,17511.0
5819,14853,IT,
5820,14854,AT,42378.0
5821,14855,US,7922.0
5822,14856,US,7018.0
5823,1486,SE,33837.0
5824,14861,US,5650.0
5825,14864,AT,31543.0
5826,14865,ES,29119.0
5827,14866,ES,3352.0
5828,14867,SD,33788.0
5829,14869,GB,
5830,14870,SD,15706.0
5831,14871,GB,5413.0
5832,14872,IE,31122.0
5833,14873,PL,50231.0
5834,14874,US,12271.0
5835,14875,PL,29007.0
5836,14876,PL,31242.0
5837,14877,PL,29314.0
5838,14879,AT,
5839,1488,GB,49375.0
5840,14880,GB,2856.0
5841,14881,US,7922.0
5842,14882,US,5719.0
5843,14884,NZ,23655.0
5844,14888,JP,17511.0
5845,14889,JP,2515.0
5846,1489,FR,12322.0
5847,14892,DE,3320.0
5848,14893,SD,33788.0
5849,14894,DE,39351.0
5850,14895,DE,12470.0
5851,14896,GB,5607.0
5852,14897,AR,22927.0
5853,14898,FR,15557.0
5854,14899,HU,51920.0
5855,149,BE,5432.0
5856,1490,NL,1136.0
5857,14900,UG,327687.0
5858,14903,AT,
5859,14907,GB,3333.0
5860,14909,PL,12324.0
5861,1491,DE,12813.0
5862,14910,BE,9031.0
5863,14912,JP,3491.0
5864,14913,BE,47377.0
5865,14914,BE,47377.0
5866,14915,,
5867,14916,BE,5432.0
5868,14917,IT,3269.0
5869,14918,GB,5607.0
5870,14920,DK,44869.0
5871,14921,ES,12338.0
5872,14922,SS,5488.0
5873,14923,BE,5432.0
5874,14924,IE,6830.0
5875,14925,TW,3491.0
5876,14926,SE,29518.0
5877,14927,CA,3491.0
5878,14928,GB,3491.0
5879,1493,RO,39756.0
5880,14930,FR,5410.0
5881,14931,US,3491.0
5882,14932,DE,3491.0
5883,14933,US,3491.0
5884,14934,GB,56478.0
5885,14935,PL,50606.0
5886,14936,NG,3491.0
5887,14937,TH,3491.0
5888,14938,SS,37406.0
5889,14939,NL,
5890,1494,AT,51184.0
5891,14940,KE,3491.0
5892,14941,GB,5089.0
5893,14942,DE,62874.0
5894,14943,SS,37406.0
5895,14944,MZ,37139.0
5896,14945,GH,3491.0
5897,14946,AT,1764.0
5898,14948,US,39279.0
5899,1495,IT,30722.0
5900,14950,KE,3491.0
5901,14951,UG,3491.0
5902,14952,US,3491.0
5903,14953,SC,327861.0
5904,14954,SC,
5905,14955,RW,36924.0
5906,14956,AU,4739.0
5907,14958,SC,36902.0
5908,14959,SC,
5909,1496,FR,
5910,14960,NA,36996.0
5911,14961,NA,36996.0
5912,14964,LU,
5913,14965,IT,12874.0
5914,14966,AT,8437.0
5915,14967,LU,6661.0
5916,14968,MZ,3491.0
5917,14969,US,3491.0
5918,1497,DE,3320.0
5919,14970,ZA,3491.0
5920,14971,ZA,3491.0
5921,14972,DE,
5922,14973,CZ,198420.0
5923,14974,BE,197690.0
5924,14975,SG,3491.0
5925,14976,SC,36867.0
5926,14977,SC,327861.0
5927,14978,SC,36867.0
5928,1498,FR,57752.0
5929,14980,SC,36958.0
5930,14981,US,5719.0
5931,14982,SC,36958.0
5932,14983,BE,6848.0
5933,14984,BE,
5934,14985,BE,6848.0
5935,14986,BE,5432.0
5936,14988,US,5719.0
5937,14989,GB,2856.0
5938,14991,SC,36958.0
5939,14992,GB,
5940,14994,US,
5941,14995,SC,
5942,14996,SC,36867.0
5943,14997,SC,37343.0
5944,14998,SC,36958.0
5945,15,NL,
5946,150,PL,3333.0
5947,1500,FR,8399.0
5948,15000,IE,5466.0
5949,15001,BE,2611.0
5950,15003,NL,
5951,15007,BE,6848.0
5952,15008,BE,
5953,15009,FR,12322.0
5954,1501,CH,3303.0
5955,15011,NL,3265.0
5956,15012,IE,
5957,15014,GB,12576.0
5958,15015,US,33445.0
5959,15016,GB,786.0
5960,15017,GB,786.0
5961,15018,BE,47377.0
5962,15019,BE,5432.0
5963,15020,US,33445.0
5964,15021,GB,13037.0
5965,15022,GB,39522.0
5966,15023,,
5967,15024,DE,
5968,15025,DE,3209.0
5969,15026,GB,5089.0
5970,15027,NL,3333.0
5971,15028,NL,
5972,15029,IN,
5973,1503,SE,2119.0
5974,15030,US,6079.0
5975,15031,CH,
5976,15032,US,33363.0
5977,15033,CH,202194.0
5978,15034,US,11427.0
5979,15035,US,11426.0
5980,15036,NL,9143.0
5981,15037,PL,199964.0
5982,15038,US,22773.0
5983,15039,US,7922.0
5984,1504,IT,20794.0
5985,15040,JP,55391.0
5986,15041,CZ,5610.0
5987,15042,US,7922.0
5988,15043,CZ,5610.0
5989,15044,NL,50266.0
5990,15045,US,7922.0
5991,15046,CA,
5992,15047,CA,
5993,15048,CZ,5610.0
5994,15049,DE,8881.0
5995,1505,UA,41710.0
5996,15050,CA,5645.0
5997,15051,PL,60713.0
5998,15052,JO,
5999,15053,CA,29953.0
6000,15054,AT,760.0
6001,15055,GB,5607.0
6002,15056,US,11351.0
6003,15057,CZ,5610.0
6004,15058,SA,
6005,15059,CA,5645.0
6006,1506,DE,48284.0
6007,15060,US,20001.0
6008,15061,US,23473.0
6009,15062,PL,
6010,15063,GB,206509.0
6011,15064,AT,
6012,15065,GB,
6013,15066,GR,199789.0
6014,15067,GB,5089.0
6015,15068,US,
6016,15069,CZ,5610.0
6017,1507,FR,15557.0
6018,15070,US,30600.0
6019,15071,US,11976.0
6020,15072,CA,5645.0
6021,15073,DE,6805.0
6022,15074,NZ,4768.0
6023,15075,UA,196740.0
6024,15076,US,
6025,15077,NO,29695.0
6026,15078,US,20001.0
6027,15079,US,11426.0
6028,15080,JP,
6029,15081,US,11427.0
6030,15082,ES,3352.0
6031,15083,IR,
6032,15084,BE,202225.0
6033,15085,ES,12715.0
6034,15086,US,20115.0
6035,15087,DE,3209.0
6036,15088,NL,6830.0
6037,15089,IT,12874.0
6038,1509,DE,8767.0
6039,15090,CZ,39761.0
6040,15091,NL,50266.0
6041,15092,SG,4773.0
6042,15093,NL,3265.0
6043,15094,GB,9105.0
6044,15095,IT,3269.0
6045,15096,FR,3215.0
6046,15097,SG,4844.0
6047,15098,IT,35612.0
6048,15099,NL,3265.0
6049,151,DK,
6050,15100,UA,
6051,15101,GB,
6052,15102,AU,7545.0
6053,15103,ES,
6054,15104,SE,2119.0
6055,15105,DK,43557.0
6056,15106,CA,5645.0
6057,15107,NL,9143.0
6058,15108,ES,
6059,15109,NL,3265.0
6060,1511,CH,6830.0
6061,15110,PL,49895.0
6062,15111,US,20001.0
6063,15112,CA,3333.0
6064,15113,UA,
6065,15114,DE,31334.0
6066,15115,IN,
6067,15116,ES,
6068,15117,ES,
6069,15118,ES,3352.0
6070,15119,CH,6830.0
6071,1512,GB,
6072,15120,US,53250.0
6073,15121,RU,57843.0
6074,15122,RU,41722.0
6075,15124,ES,
6076,15125,DE,199578.0
6077,15126,FR,12322.0
6078,15127,ES,
6079,15128,DE,3320.0
6080,15129,IN,135693.0
6081,15130,BD,
6082,15131,FR,3215.0
6083,15132,NL,3265.0
6084,15133,US,7922.0
6085,15135,BE,6848.0
6086,15136,BD,
6087,15137,DE,3320.0
6088,15138,NO,2119.0
6089,15139,CH,51786.0
6090,1514,GB,30933.0
6091,15140,SG,
6092,15141,CH,51873.0
6093,15142,UA,6849.0
6094,15143,DE,3320.0
6095,15144,RU,41344.0
6096,15145,US,209.0
6097,15146,DE,3320.0
6098,15147,NL,15435.0
6099,15148,DE,8767.0
6100,15149,GB,2856.0
6101,15150,GB,6871.0
6102,15151,AU,133333.0
6103,15152,IT,3269.0
6104,15153,NL,12414.0
6105,15154,DE,8767.0
6106,15155,IT,3269.0
6107,15156,CA,5645.0
6108,15157,GB,2856.0
6109,15158,GB,13285.0
6110,15159,IT,12874.0
6111,15160,DE,59752.0
6112,15161,ES,
6113,15162,IT,8612.0
6114,15163,GB,15404.0
6115,15164,FR,12322.0
6116,15165,IT,30722.0
6117,15166,JP,4713.0
6118,15167,US,7155.0
6119,15168,GB,6871.0
6120,15169,NZ,
6121,15170,RU,30784.0
6122,15171,SE,8473.0
6123,15172,US,7922.0
6124,15173,IT,3269.0
6125,15174,MY,4788.0
6126,15175,UA,
6127,15176,RU,206152.0
6128,15177,GB,
6129,15178,IT,1267.0
6130,15179,BE,5432.0
6131,15180,GB,5089.0
6132,15181,US,7018.0
6133,15182,UA,44673.0
6134,15183,PT,12353.0
6135,15184,DE,6830.0
6136,15185,IT,60975.0
6137,15186,ES,
6138,15187,GB,5089.0
6139,15188,IN,
6140,15189,NL,6830.0
6141,15190,CA,16276.0
6142,15191,ES,
6143,15192,CA,
6144,15193,ES,
6145,15194,ES,
6146,15195,IR,44375.0
6147,15196,PL,21021.0
6148,15197,SE,59702.0
6149,15198,NL,6830.0
6150,15199,DE,3209.0
6151,152,FR,
6152,1520,IT,5396.0
6153,15202,,
6154,15203,US,
6155,15205,CH,51873.0
6156,15206,CG,
6157,15207,CG,
6158,15208,LR,
6159,15209,RU,20655.0
6160,1521,NL,
6161,15210,US,
6162,15211,CH,51873.0
6163,15213,US,20001.0
6164,15214,US,
6165,15215,CH,3303.0
6166,15217,CH,51873.0
6167,15219,US,
6168,1522,NL,3333.0
6169,15222,US,20001.0
6170,15224,US,20001.0
6171,15225,US,
6172,15226,CH,51873.0
6173,15227,US,20001.0
6174,15228,US,20001.0
6175,15229,RU,50448.0
6176,1523,NL,3333.0
6177,15232,US,
6178,15233,CH,51873.0
6179,15234,RU,196750.0
6180,15236,US,20001.0
6181,15237,CA,11260.0
6182,15238,DJ,327831.0
6183,15240,SO,24757.0
6184,15241,BE,6848.0
6185,15242,BE,
6186,15244,CH,51873.0
6187,15245,DJ,
6188,15247,NI,27742.0
6189,1525,,33915.0
6190,15250,CH,3303.0
6191,15251,ZA,37457.0
6192,15252,BG,20911.0
6193,15253,AR,52314.0
6194,15254,CG,
6195,15255,AR,
6196,15256,CG,
6197,15257,NL,61044.0
6198,15258,GB,2856.0
6199,15260,BD,
6200,15261,BD,45951.0
6201,15262,AR,
6202,15263,MX,8151.0
6203,15264,ZA,37457.0
6204,15265,CG,
6205,15266,CG,37451.0
6206,15267,ZA,37457.0
6207,15268,LV,12578.0
6208,15269,CD,327875.0
6209,15270,BF,25543.0
6210,15271,AR,3597.0
6211,15272,NI,27742.0
6212,15274,SD,
6213,15276,AR,52378.0
6214,15278,BE,
6215,15279,CH,51873.0
6216,1528,SK,6855.0
6217,15280,CG,
6218,15282,TZ,36909.0
6219,15284,IR,
6220,15285,US,37094.0
6221,15287,HK,
6222,15288,IR,12880.0
6223,15289,NA,36996.0
6224,15291,NA,36996.0
6225,15292,GB,30740.0
6226,15294,MU,23889.0
6227,15295,AR,52323.0
6228,15297,BR,1916.0
6229,15298,CY,3333.0
6230,15299,SN,
6231,153,NO,2119.0
6232,15301,ZA,37611.0
6233,15303,CG,
6234,15304,KE,15399.0
6235,15307,ZW,
6236,15308,US,6939.0
6237,15309,KE,37662.0
6238,15310,SN,8346.0
6239,15311,IT,137.0
6240,15313,MG,21042.0
6241,15315,AU,4608.0
6242,15316,LR,
6243,15318,BD,63961.0
6244,15320,IT,34695.0
6245,15321,NL,6830.0
6246,15322,ZW,
6247,15324,BE,6848.0
6248,15325,DE,
6249,15327,SD,36998.0
6250,15328,DZ,3208.0
6251,15330,EC,14522.0
6252,15332,ZW,30969.0
6253,15333,ZW,
6254,15341,EC,61468.0
6255,15342,BF,37577.0
6256,15343,CO,3816.0
6257,15344,GB,25310.0
6258,15345,SN,8346.0
6259,15347,SN,8346.0
6260,15348,ZA,10474.0
6261,15349,TZ,
6262,15350,RO,33823.0
6263,15351,ZW,37123.0
6264,15354,MW,37098.0
6265,15355,IT,12779.0
6266,15357,UG,327687.0
6267,15358,AR,7303.0
6268,15360,NA,
6269,15361,SN,8346.0
6270,15364,NL,
6271,15367,SD,36998.0
6272,15368,PL,6830.0
6273,15370,PL,5617.0
6274,15372,PE,27843.0
6275,15374,IT,12779.0
6276,15377,LB,9051.0
6277,15378,AL,197706.0
6278,15379,IR,56402.0
6279,15380,GT,27929.0
6280,15381,SV,14754.0
6281,15382,ZA,37457.0
6282,15383,FI,24751.0
6283,15384,,44889.0
6284,15385,CA,852.0
6285,15386,US,209.0
6286,15387,US,701.0
6287,15389,NL,3265.0
6288,15390,DJ,30990.0
6289,15391,NP,4007.0
6290,15392,BJ,37090.0
6291,15393,IR,16322.0
6292,15394,KE,328331.0
6293,15395,US,715.0
6294,15396,NA,36996.0
6295,15397,ZA,37457.0
6296,15398,KE,36866.0
6297,15399,SD,36998.0
6298,154,SE,39651.0
6299,15401,KW,21050.0
6300,15403,DE,197095.0
6301,15407,CH,12620.0
6302,15408,CH,198385.0
6303,15409,US,33363.0
6304,15410,PS,
6305,15413,IR,16322.0
6306,15414,CH,20932.0
6307,15416,PK,17787.0
6308,15417,AE,198247.0
6309,15420,IE,6830.0
6310,15421,IQ,21277.0
6311,15422,KZ,
6312,15424,FR,12322.0
6313,15425,CH,61144.0
6314,15427,PS,61417.0
6315,15428,,
6316,15429,KW,21050.0
6317,15430,CH,12620.0
6318,15431,LB,9051.0
6319,15432,OM,28885.0
6320,15434,US,2734.0
6321,15436,SA,25019.0
6322,15437,HK,
6323,15438,AE,
6324,15439,AT,6798.0
6325,15440,FR,
6326,15441,AT,8447.0
6327,15443,IR,58224.0
6328,15444,FI,16086.0
6329,15445,RU,50477.0
6330,15446,IR,
6331,15447,NL,
6332,15448,NL,3265.0
6333,15449,,3333.0
6334,15450,NL,3301.0
6335,15451,RU,
6336,15454,CN,17816.0
6337,15455,FR,2426.0
6338,15456,IR,
6339,15457,FR,
6340,15458,IT,3269.0
6341,15460,KZ,
6342,15461,NL,50266.0
6343,15462,NL,
6344,15463,NL,207176.0
6345,15464,IT,25002.0
6346,15465,IE,6830.0
6347,15466,AT,6798.0
6348,15467,NO,208627.0
6349,15470,IT,41497.0
6350,15472,DE,25291.0
6351,15473,IL,8551.0
6352,15475,IR,
6353,15476,AT,6798.0
6354,15477,IR,
6355,15481,NL,6830.0
6356,15483,CL,26610.0
6357,15484,BG,
6358,15485,JO,
6359,15487,OM,28885.0
6360,15488,IT,
6361,15490,SA,35819.0
6362,15494,BG,35141.0
6363,15495,KW,42961.0
6364,15496,NL,3265.0
6365,15497,BG,9070.0
6366,15498,FR,
6367,155,ES,
6368,15500,BE,
6369,15501,LU,29467.0
6370,15502,BE,
6371,15504,CN,4134.0
6372,15505,AE,15802.0
6373,15506,KW,21050.0
6374,15507,,34636.0
6375,15508,RO,42800.0
6376,15509,IT,44092.0
6377,15512,FI,1741.0
6378,15513,DE,
6379,15515,IT,28716.0
6380,15516,NL,25596.0
6381,15517,DE,5430.0
6382,15518,NL,
6383,15519,BG,25374.0
6384,15521,AE,5384.0
6385,15522,FI,29422.0
6386,15523,RU,42387.0
6387,15524,RU,
6388,15526,DE,
6389,15527,KW,21050.0
6390,15531,FI,16086.0
6391,15532,KW,21050.0
6392,15534,RU,5495.0
6393,15535,IR,6736.0
6394,15537,IT,
6395,15538,CL,
6396,15539,SE,
6397,15540,FR,
6398,15542,US,11427.0
6399,15543,LB,15802.0
6400,15545,BG,48030.0
6401,15546,IR,
6402,15548,IR,34513.0
6403,15549,DE,3320.0
6404,15550,US,7922.0
6405,15551,FI,16086.0
6406,15554,MT,12709.0
6407,15556,KZ,
6408,15558,IT,201333.0
6409,15559,RU,
6410,15560,RU,12389.0
6411,15561,FI,50585.0
6412,15562,FI,
6413,15563,BE,
6414,15567,FR,21502.0
6415,15570,SI,58046.0
6416,15571,DE,9145.0
6417,15573,DE,6830.0
6418,15575,RU,
6419,15576,CH,39544.0
6420,15578,DE,8893.0
6421,15579,SE,3301.0
6422,15581,UA,35362.0
6423,15582,SE,2119.0
6424,15584,BG,20657.0
6425,15585,KZ,
6426,15586,GB,56478.0
6427,15588,GR,3329.0
6428,15590,KW,42961.0
6429,15592,KW,47442.0
6430,15594,DE,48139.0
6431,15595,DE,3331.0
6432,15596,NL,9143.0
6433,15597,FI,
6434,156,DE,29140.0
6435,15600,,
6436,15601,IE,
6437,15602,FR,5410.0
6438,15603,US,
6439,15604,SG,9506.0
6440,15605,US,31334.0
6441,15606,DE,3320.0
6442,15607,CH,3303.0
6443,15608,LU,48526.0
6444,15609,CA,812.0
6445,15610,KZ,21299.0
6446,15611,,47526.0
6447,15612,,
6448,15613,RO,9050.0
6449,15614,SE,206774.0
6450,15615,CH,15547.0
6451,15616,JP,4713.0
6452,15617,US,7922.0
6453,15618,ES,3352.0
6454,15619,US,7922.0
6455,15620,ES,
6456,15621,GB,35662.0
6457,15622,DE,3320.0
6458,15623,ES,3352.0
6459,15624,BE,6848.0
6460,15625,BR,
6461,15626,NC,17480.0
6462,15627,IE,6830.0
6463,15628,ES,
6464,15630,DE,3320.0
6465,15632,ES,3352.0
6466,15633,DE,680.0
6467,15634,GB,12290.0
6468,15635,CH,3303.0
6469,15636,FI,16086.0
6470,15637,DE,6830.0
6471,15638,JP,38629.0
6472,15639,JP,18259.0
6473,15640,UA,50581.0
6474,15641,FR,3215.0
6475,15642,CZ,49931.0
6476,15643,PL,12741.0
6477,15644,US,7922.0
6478,15645,JP,2514.0
6479,15646,BG,43205.0
6480,15647,FR,5410.0
6481,15648,GB,2856.0
6482,15649,ES,201453.0
6483,15650,MY,
6484,15651,PL,5617.0
6485,15652,,
6486,15653,ZW,37183.0
6487,15654,IT,30722.0
6488,15655,GF,3215.0
6489,15656,,
6490,15657,RU,197793.0
6491,15658,GB,56478.0
6492,15659,,
6493,15660,CH,13030.0
6494,15661,US,7922.0
6495,15662,IE,
6496,15663,GB,20712.0
6497,15664,KZ,9198.0
6498,15665,GB,5089.0
6499,15666,IE,6830.0
6500,15667,GB,5607.0
6501,15668,IT,3269.0
6502,15669,DO,28118.0
6503,15670,JP,
6504,15671,GP,
6505,15672,ES,
6506,15673,BG,28909.0
6507,15674,ES,3352.0
6508,15675,FR,35393.0
6509,15676,RU,
6510,15677,,
6511,15678,US,
6512,15680,KZ,47613.0
6513,15681,,
6514,15682,GB,2856.0
6515,15683,US,16591.0
6516,15684,US,11426.0
6517,15685,NL,25596.0
6518,15686,GB,13037.0
6519,15687,US,198362.0
6520,15688,GB,
6521,15690,GB,5607.0
6522,15691,JP,4685.0
6523,15692,,13285.0
6524,15694,GB,13285.0
6525,15695,GB,9105.0
6526,15696,RU,
6527,15697,US,
6528,15698,NL,1136.0
6529,15699,FR,15557.0
6530,157,GB,5089.0
6531,15700,NL,3265.0
6532,15701,JP,9605.0
6533,15702,SE,8473.0
6534,15703,NL,9143.0
6535,15704,KZ,
6536,15705,,
6537,15706,RU,30784.0
6538,15707,UA,
6539,15708,PL,12912.0
6540,15709,DK,3292.0
6541,15710,DE,8365.0
6542,15711,PL,12912.0
6543,15712,DE,42652.0
6544,15713,US,
6545,15714,DE,31334.0
6546,15715,NL,
6547,15716,DE,3209.0
6548,15717,GB,13285.0
6549,15718,US,701.0
6550,15719,,
6551,15720,US,
6552,15721,AT,6830.0
6553,15722,,
6554,15723,US,11232.0
6555,15724,IE,13237.0
6556,15725,GB,786.0
6557,15726,PL,
6558,15727,FR,12670.0
6559,15728,FI,719.0
6560,15729,CH,39544.0
6561,15731,AT,15702.0
6562,15732,CY,44558.0
6563,15733,CY,6866.0
6564,15734,FR,12322.0
6565,15735,,
6566,15736,DE,9145.0
6567,15737,HR,13046.0
6568,15739,CZ,35592.0
6569,15740,US,11351.0
6570,15741,DE,
6571,15743,US,10796.0
6572,15744,CA,3333.0
6573,15745,GB,13037.0
6574,15746,,
6575,15747,FR,5410.0
6576,15748,CH,6830.0
6577,15749,US,5650.0
6578,15750,US,20115.0
6579,15752,NL,33915.0
6580,15753,NL,3265.0
6581,15754,BE,5432.0
6582,15755,BD,38200.0
6583,15756,FR,5410.0
6584,15757,CH,6830.0
6585,15758,CH,39544.0
6586,15759,RU,
6587,15760,US,11351.0
6588,15761,NL,3265.0
6589,15762,NL,201290.0
6590,15763,US,156.0
6591,15765,FR,12322.0
6592,15767,NL,25596.0
6593,15768,BR,28329.0
6594,15769,FI,16086.0
6595,15770,BG,42459.0
6596,15771,IE,15502.0
6597,15772,DE,47215.0
6598,15773,ES,3352.0
6599,15774,NL,33915.0
6600,15775,FI,719.0
6601,15776,RU,35807.0
6602,15777,RU,12389.0
6603,15778,US,11351.0
6604,15779,DE,3320.0
6605,15780,AR,7303.0
6606,15782,ZA,36937.0
6607,15783,NZ,9790.0
6608,15784,GB,786.0
6609,15785,GB,2856.0
6610,15786,GB,8468.0
6611,15787,GB,5089.0
6612,15788,PL,12741.0
6613,15789,PL,21021.0
6614,15790,JP,2514.0
6615,15791,DE,6830.0
6616,15792,PL,12741.0
6617,15793,NL,1136.0
6618,15794,NL,15435.0
6619,15795,FR,12322.0
6620,15796,DE,
6621,15797,NL,25596.0
6622,15798,PL,12741.0
6623,15799,AU,134697.0
6624,158,IE,5466.0
6625,15800,BR,7738.0
6626,15801,FR,3215.0
6627,15802,,209436.0
6628,15803,,
6629,15804,FR,3215.0
6630,15805,,
6631,15806,BE,12392.0
6632,15807,DE,6830.0
6633,15808,IR,
6634,15809,DE,8422.0
6635,15810,,
6636,15811,DE,201709.0
6637,15812,DE,6830.0
6638,15813,GB,13009.0
6639,15814,,
6640,15815,DE,6830.0
6641,15816,DE,
6642,15817,BE,2611.0
6643,15818,DE,3320.0
6644,15819,DE,39090.0
6645,15820,FR,15557.0
6646,15821,,
6647,15822,BG,34674.0
6648,15823,DE,
6649,15824,DE,44365.0
6650,15825,,
6651,15826,GB,13037.0
6652,15827,GR,3329.0
6653,15828,BE,6848.0
6654,15829,DK,3292.0
6655,15830,,
6656,15831,GB,206924.0
6657,15832,FR,35540.0
6658,15833,,
6659,15834,GB,2856.0
6660,15835,DE,6805.0
6661,15836,,
6662,15837,UA,15895.0
6663,15838,GB,1273.0
6664,15839,RU,
6665,15840,IN,18207.0
6666,15841,DE,6830.0
6667,15842,,
6668,15843,FR,12322.0
6669,15844,MX,32098.0
6670,15845,GB,13037.0
6671,15846,IM,15766.0
6672,15847,MT,15735.0
6673,15848,BG,48917.0
6674,15849,RU,20764.0
6675,15850,,
6676,15851,CZ,6830.0
6677,15852,FR,3215.0
6678,15853,DE,3209.0
6679,15854,,
6680,15855,,
6681,15856,,
6682,15857,AU,7545.0
6683,15858,MY,
6684,15859,,
6685,15860,CZ,42000.0
6686,15861,CZ,43708.0
6687,15862,BR,18881.0
6688,15863,DE,
6689,15864,DE,3320.0
6690,15865,NL,1161.0
6691,15866,DE,42652.0
6692,15867,IR,30783.0
6693,15868,CM,
6694,15869,DE,15943.0
6695,15870,DE,31334.0
6696,15871,,
6697,15872,,
6698,15873,ES,15704.0
6699,15874,DE,6805.0
6700,15875,GB,56478.0
6701,15876,RU,30868.0
6702,15877,BR,
6703,15878,IT,3269.0
6704,15879,ES,62412.0
6705,15880,FR,208261.0
6706,15881,,
6707,15882,AU,4739.0
6708,15883,TN,37705.0
6709,15884,SE,3333.0
6710,15885,DE,3320.0
6711,15886,,
6712,15887,US,52.0
6713,15888,,
6714,15889,IE,48142.0
6715,15890,GB,35266.0
6716,15891,BG,
6717,15892,,
6718,15893,FR,12322.0
6719,15894,AU,9482.0
6720,15895,,
6721,15896,CH,6730.0
6722,15897,,
6723,15898,,
6724,15899,,
6725,159,DE,3320.0
6726,15900,,
6727,15901,US,
6728,15902,DO,6400.0
6729,15903,AR,16814.0
6730,15904,,6327.0
6731,15905,,
6732,15906,US,
6733,15907,,
6734,15908,,
6735,15909,,
6736,15910,,
6737,15911,US,6122.0
6738,15912,RW,37006.0
6739,15913,IT,3269.0
6740,15914,,
6741,15915,,
6742,15916,IT,
6743,15917,IR,56402.0
6744,15918,RU,20764.0
6745,15919,GB,6871.0
6746,15920,IR,15696.0
6747,15921,DE,3320.0
6748,15922,US,30036.0
6749,15923,,
6750,15924,MY,
6751,15925,DE,3320.0
6752,15926,US,20115.0
6753,15927,,
6754,15928,NO,29695.0
6755,15929,,
6756,15930,IT,3269.0
6757,15931,SG,18106.0
6758,15932,US,701.0
6759,15933,CA,7992.0
6760,15934,SG,9506.0
6761,15935,JP,9371.0
6762,15936,AT,8437.0
6763,15937,,
6764,15938,HU,5483.0
6765,15939,JP,
6766,15940,DE,8422.0
6767,15941,FR,3215.0
6768,15942,BF,50673.0
6769,15943,RU,20764.0
6770,15944,BJ,28683.0
6771,15945,DE,15943.0
6772,15946,BJ,28683.0
