,prb_id,country_code,asn_v4
528,1000613,CZ,198171.0
529,1000614,AT,206228.0
530,1000615,US,8029.0
531,1000616,CA,577.0
532,1000617,,48551.0
533,1000618,AT,206228.0
534,1000619,FR,21502.0
535,1000620,IN,134944.0
536,1000621,FR,35540.0
537,1000622,US,134521.0
538,1000625,,6939.0
539,1000626,CZ,31349.0
540,1000627,,24186.0
541,1000628,US,22773.0
542,1000629,UA,8788.0
543,1000630,RO,50937.0
544,1000631,BE,9031.0
545,1000632,NL,50266.0
546,1000633,TR,9121.0
547,1000634,UA,8788.0
548,1000635,AU,4764.0
549,1000636,,3209.0
550,1000637,DE,3320.0
551,1000638,ES,3352.0
552,1000639,UA,8788.0
553,1000641,US,7018.0
554,1000642,FR,3215.0
555,1000645,DE,
556,1000646,UZ,34897.0
557,1000647,CZ,13036.0
558,1000648,NL,6830.0
559,1000649,NL,6830.0
560,1000650,ES,3352.0
561,1000651,,12876.0
562,1000652,NL,3265.0
563,1000654,AT,8447.0
564,1000655,,14061.0
565,1000657,,12486.0
566,1000658,,24186.0
567,1000659,RU,205079.0
568,1000660,US,7922.0
569,1000661,DE,51167.0
570,1000662,CN,134763.0
571,1000665,,
572,1000666,IN,134316.0
573,1000667,IN,55836.0
574,1000668,IN,17747.0
575,1000669,DE,3209.0
576,1000670,DE,8767.0
577,1000671,RU,34590.0
578,1000672,NL,50266.0
579,1000673,US,6939.0
580,1000674,,12486.0
581,1000675,DE,3209.0
582,1000676,NL,25596.0
583,1000677,RU,48166.0
584,1000678,DE,24961.0
585,1000679,NL,20857.0
586,1000680,NL,1103.0
587,1000681,NL,33915.0
588,1000682,,24186.0
589,1000683,IN,133982.0
590,1000684,,12322.0
591,1000685,CA,33209.0
592,1000686,AU,38195.0
593,1000687,,24186.0
594,1000688,IN,9829.0
595,1000689,IN,17439.0
596,1000690,IN,14061.0
597,1000691,US,14061.0
598,1000692,US,15169.0
599,1000693,DE,680.0
600,1000694,DE,8422.0
601,1000695,GB,13037.0
602,1000697,NL,48282.0
603,1000698,RU,31213.0
604,1000699,NL,6830.0
605,10007,US,7922.0
606,1000700,RU,12389.0
607,1000701,US,63949.0
608,1000702,GB,2856.0
609,1000704,US,7922.0
610,1000705,CN,55960.0
611,1000706,CN,135629.0
612,1000707,ZA,16509.0
613,1000708,BH,16509.0
614,1000709,BR,16509.0
615,1000710,IN,9829.0
616,1000711,IN,133982.0
617,1000712,NL,8283.0
618,1000713,US,22646.0
619,1000714,DE,12360.0
620,1000715,,14061.0
621,1000717,DE,24940.0
622,1000720,DE,51167.0
623,1000721,RU,25159.0
624,1000722,US,396969.0
625,1000723,DE,3320.0
626,1000724,FR,12876.0
627,1000725,GB,20712.0
628,1000726,IN,17488.0
629,1000727,SE,42708.0
630,1000728,NL,12876.0
631,1000729,LT,1257.0
632,1000730,DE,3320.0
633,1000731,CO,13489.0
634,1000732,US,14315.0
635,1000733,,1133.0
636,1000734,CN,24444.0
637,1000735,IN,9829.0
638,1000736,CO,27831.0
639,1000737,RO,8708.0
640,1000738,CO,13489.0
641,1000739,DE,203520.0
642,1000740,DE,203520.0
643,1000741,GB,5089.0
644,1000742,CO,27831.0
645,1000743,DE,9145.0
646,1000744,RU,49505.0
647,1000745,RU,49505.0
648,1000746,RU,196797.0
649,1000747,RU,3267.0
650,1000748,US,62538.0
651,1000749,,
652,1000750,JP,17676.0
653,1000751,RU,43966.0
654,1000752,US,62538.0
655,1000753,CA,62538.0
656,1000755,MX,62538.0
657,1000756,NL,33915.0
658,1000757,US,62538.0
659,1000758,SA,25019.0
660,1000760,RU,39927.0
661,1000761,SG,18106.0
662,1000762,RU,44895.0
663,1000763,RU,12389.0
664,1000764,FR,3215.0
665,1000765,DE,51167.0
666,1000766,US,7018.0
667,1000767,AT,8447.0
668,1000768,US,62538.0
669,1000769,AU,4764.0
670,1000770,GB,206067.0
671,1000771,FI,16086.0
672,1000772,IN,24560.0
673,1000773,CZ,43709.0
674,1000774,US,62538.0
675,1000775,US,62538.0
676,1000777,FR,3215.0
677,1000778,US,7922.0
678,1000779,FI,16086.0
679,1000780,RU,13259.0
680,1000781,US,701.0
681,1000782,US,62538.0
682,1000783,US,62538.0
683,1000784,US,62538.0
684,1000785,US,7018.0
685,1000786,GB,5089.0
686,1000788,SE,2119.0
687,1000789,HU,20845.0
688,1000790,RO,8708.0
689,1000791,IT,3269.0
690,1000792,DE,8767.0
691,1000793,FR,5410.0
692,1000794,GB,5607.0
693,1000795,FR,12322.0
694,1000797,GR,6799.0
695,1000799,MY,9930.0
696,10008,US,3851.0
697,1000801,BG,8717.0
698,1000802,US,7922.0
699,1000803,CH,6830.0
700,1000806,DE,24940.0
701,1000807,,33972.0
702,1000808,PH,132199.0
703,1000811,CZ,206420.0
704,1000812,CZ,44489.0
705,1000813,FR,35540.0
706,1000814,GB,42228.0
707,1000815,DE,3320.0
708,1000816,US,701.0
709,1000817,JP,55391.0
710,1000818,GB,8916.0
711,1000819,US,7922.0
712,1000820,NL,8075.0
713,1000821,NZ,9500.0
714,1000822,PK,55714.0
715,1000823,IN,131210.0
716,1000825,ZA,11845.0
717,1000826,BJ,37424.0
718,1000827,DE,553.0
719,1000828,BR,31898.0
720,1000829,DE,205591.0
721,1000830,CA,174.0
722,1000831,CN,4837.0
723,1000832,US,53667.0
724,1000833,CN,4809.0
725,1000834,CN,
726,1000835,AU,31898.0
727,1000836,SG,9506.0
728,1000838,US,701.0
729,1000840,SE,3301.0
730,1000841,MY,4788.0
731,1000844,KR,31898.0
732,1000845,CA,31898.0
733,1000846,HK,2914.0
734,1000847,CA,812.0
735,1000848,CN,4134.0
736,1000849,CA,16276.0
737,1000850,NL,20473.0
738,1000851,RU,28890.0
739,1000852,RU,12555.0
740,1000854,,6830.0
741,1000857,RU,41668.0
742,1000859,RU,31214.0
743,1000860,RU,8492.0
744,1000862,,43624.0
745,1000863,RU,51570.0
746,1000864,RU,8492.0
747,1000865,RU,59494.0
748,1000866,UA,25521.0
749,1000867,BY,6697.0
750,1000868,UA,25193.0
751,1000869,BY,43232.0
752,1000871,RU,35807.0
753,1000873,MD,8926.0
754,1000874,RU,25513.0
755,1000875,RU,42892.0
756,1000876,BY,6697.0
757,1000877,,6830.0
758,1000878,BY,209283.0
759,1000879,RU,34757.0
760,1000880,RU,31214.0
761,1000881,RU,12389.0
762,1000882,RU,42610.0
763,1000883,RU,35807.0
764,1000884,RU,200401.0
765,1000885,RU,49825.0
766,1000886,RU,25513.0
767,1000887,RU,8402.0
768,1000888,RU,21453.0
769,1000890,RU,44923.0
770,1000891,RU,12389.0
771,1000892,RU,12389.0
772,1000893,RU,25513.0
773,1000894,NL,48282.0
774,1000895,IT,31034.0
775,1000896,RU,44604.0
776,1000898,RU,12389.0
777,1000899,RU,25513.0
778,10009,US,
779,1000900,,200350.0
780,1000901,FR,3215.0
781,1000902,FI,24940.0
782,1000903,RU,9111.0
783,1000905,RU,42610.0
784,1000906,GB,8943.0
785,1000907,PT,3243.0
786,1000908,RU,200350.0
787,1000909,RU,200350.0
788,1000910,RU,200350.0
789,1000911,PT,13156.0
790,1000912,,12389.0
791,1000913,,36351.0
792,1000914,,24186.0
793,1000915,,24186.0
794,1000916,US,35916.0
795,1000917,DE,49532.0
796,1000919,RU,12389.0
797,1000920,IN,9829.0
798,1000921,IE,6830.0
799,1000922,GB,30746.0
800,1000923,GB,60036.0
801,1000924,GB,41495.0
802,1000925,GB,30746.0
803,1000926,GB,25135.0
804,1000927,SG,8075.0
805,1000928,BE,6848.0
806,1000929,IE,5466.0
807,1000930,AU,38195.0
808,1000932,DE,6805.0
809,1000933,US,7018.0
810,1000934,DE,198726.0
811,1000935,IE,16509.0
812,1000936,BH,31452.0
813,1000937,RU,21017.0
814,1000938,RU,21017.0
815,1000939,,20473.0
816,1000940,MU,23889.0
817,1000942,FR,3215.0
818,1000943,BY,6697.0
819,1000944,GB,39767.0
820,1000945,UY,6057.0
821,1000946,,42961.0
822,1000947,,42961.0
823,1000948,DE,8881.0
824,1000949,,134521.0
825,1000950,RU,12772.0
826,1000951,KG,47237.0
827,1000953,,25532.0
828,1000954,FR,201281.0
829,1000956,PL,6830.0
830,1000957,FR,3215.0
831,1000959,IS,209045.0
832,1000960,UZ,48979.0
833,1000961,ES,12479.0
834,1000962,US,16509.0
835,1000963,RU,12389.0
836,1000964,ES,3352.0
837,1000965,FR,3215.0
838,1000967,US,20115.0
839,1000968,US,396878.0
840,1000969,RU,34467.0
841,1000970,RU,16345.0
842,1000971,DE,
843,1000972,US,5650.0
844,1000973,NL,60781.0
845,1000974,SG,7472.0
846,1000975,SG,7472.0
847,1000976,SG,7472.0
848,1000978,MD,43289.0
849,1000979,IN,31898.0
850,1000980,PH,23862.0
851,1000981,NL,35266.0
852,1000982,TR,9121.0
853,1000983,DE,205790.0
854,1000985,IN,131269.0
855,1000986,,59078.0
856,1000988,SG,20473.0
857,1000989,CZ,25192.0
858,1000991,IN,24560.0
859,1000992,IN,24309.0
860,1000995,BE,6848.0
861,1000996,FR,12322.0
862,1000997,AU,4804.0
863,1000998,PT,2860.0
864,1000999,PT,2860.0
865,1001,AU,4739.0
866,10010,NL,6830.0
867,1001000,PT,2860.0
868,1001001,PT,2860.0
869,1001002,PT,2860.0
870,1001003,PT,2860.0
871,1001004,PT,2860.0
872,1001005,PT,2860.0
873,1001006,PT,2860.0
874,1001007,PT,2860.0
875,1001008,PT,2860.0
876,1001009,PT,2860.0
877,1001010,PT,2860.0
878,1001011,PT,2860.0
879,1001012,PT,2860.0
880,1001013,PT,2860.0
881,1001014,PT,2860.0
882,1001015,PT,2860.0
883,1001016,PT,2860.0
884,1001017,PT,2860.0
885,1001018,PT,2860.0
886,1001019,,36866.0
887,1001020,PT,2860.0
888,1001021,PT,2860.0
889,1001022,PT,2860.0
890,1001023,PT,2860.0
891,1001024,PT,2860.0
892,1001025,PT,2860.0
893,1001026,PT,42580.0
894,1001027,PT,42580.0
895,1001028,PT,42580.0
896,1001029,PT,2860.0
897,1001030,PT,2860.0
898,1001031,,24186.0
899,1001034,DE,51167.0
900,1001035,PT,2860.0
901,1001036,PT,2860.0
902,1001037,PT,2860.0
903,1001038,PT,2860.0
904,1001039,PT,2860.0
905,1001040,US,27017.0
906,1001041,US,7922.0
907,1001042,PT,2860.0
908,1001043,PT,2860.0
909,1001044,PT,2860.0
910,1001045,PT,2860.0
911,1001046,PT,2860.0
912,1001047,PT,2860.0
913,1001048,,56971.0
914,1001049,RU,34038.0
915,1001051,,6830.0
916,1001052,US,27017.0
917,1001053,US,7922.0
918,1001055,FR,35540.0
919,1001056,,6830.0
920,1001057,UA,56433.0
921,1001058,CZ,197451.0
922,1001059,US,7018.0
923,1001060,IN,134674.0
924,1001061,UA,41305.0
925,1001062,DE,3320.0
926,1001063,PT,2860.0
927,1001064,PT,2860.0
928,1001065,PT,2860.0
929,1001066,PT,2860.0
930,1001067,PT,2860.0
931,1001068,PT,2860.0
932,1001069,PT,2860.0
933,1001070,DE,3209.0
934,1001071,,57670.0
935,1001072,PT,2860.0
936,1001073,PT,2860.0
937,1001074,IN,9829.0
938,1001075,NL,3265.0
939,1001076,IN,9829.0
940,1001077,US,19750.0
941,1001079,GB,5089.0
942,1001080,,6830.0
943,1001081,,2856.0
944,1001082,CN,136200.0
945,1001083,IT,198471.0
946,1001084,AT,8339.0
947,1001086,DE,3320.0
948,1001090,RU,8615.0
949,1001091,RU,3216.0
950,1001092,BY,6697.0
951,1001093,,5089.0
952,1001095,IE,2110.0
953,1001096,AU,20473.0
954,1001097,KR,20473.0
955,1001098,SG,20473.0
956,1001099,CA,20473.0
957,10011,NL,5615.0
958,1001100,NL,20473.0
959,1001101,US,20473.0
960,1001102,US,20473.0
961,1001103,US,20473.0
962,1001104,US,20473.0
963,1001105,US,20473.0
964,1001106,LV,202933.0
965,1001107,US,20473.0
966,1001108,DE,20473.0
967,1001109,US,20473.0
968,1001110,FR,20473.0
969,1001111,SG,20473.0
970,1001112,,140096.0
971,1001113,IN,14061.0
972,1001114,,5089.0
973,1001115,NL,1136.0
974,1001116,NL,206238.0
975,1001117,IN,14061.0
976,1001119,KN,36290.0
977,1001120,IE,16509.0
978,1001121,IL,8948.0
979,1001122,GB,5413.0
980,1001123,,3320.0
981,1001124,DE,34927.0
982,1001125,,6735.0
983,1001126,US,62538.0
984,1001127,IN,17439.0
985,1001128,,15169.0
986,1001129,US,62538.0
987,1001130,CO,13489.0
988,1001131,DE,3209.0
989,1001132,CH,3303.0
990,1001133,GB,14061.0
991,1001134,IN,14061.0
992,1001135,IN,17488.0
993,1001137,CZ,6830.0
994,1001138,DE,16360.0
995,1001139,UA,43380.0
996,1001140,,43248.0
997,1001141,DE,8881.0
998,1001142,DE,6830.0
999,1001143,,60631.0
1000,1001144,,60631.0
1001,1001145,,60631.0
1002,1001146,,60631.0
1003,1001147,,202468.0
1004,1001148,,202468.0
1005,1001149,,208006.0
1006,1001150,,202468.0
1007,1001151,CH,6730.0
1008,1001152,US,26347.0
1009,1001153,US,26347.0
1010,1001160,DE,24940.0
1011,1001161,NL,15435.0
1012,1001163,RU,35591.0
1013,1001164,RU,56971.0
1014,1001165,DE,8560.0
1015,1001166,GR,25472.0
1016,1001167,DE,24940.0
