ASN,Users (est.),CC
62887,22617,US
57869,22617,BA
37266,22598,ZA
20904,22598,FI
134021,22596,IN
53848,22594,US
41575,22590,RU
197628,22590,RU
7575,22585,AU
265905,22571,BR
61573,22571,BR
264538,22571,BR
5602,22565,IT
203561,22559,RU
206092,22555,NL
36374,22549,US
52413,22541,AR
328351,22536,ZA
52369,22534,AR
61873,22531,BR
262434,22531,BR
327871,22529,BF
131215,22523,IN
36728,22520,US
12611,22520,DE
23578,22519,KR
36958,22497,SC
17310,22497,US
201525,22482,CA
263035,22472,BR
52611,22472,BR
62440,22466,RU
44172,22466,RU
57333,22466,RU
327972,22456,KE
11878,22429,US
13319,22426,CA
10352,22423,US
57353,22401,DE
33647,22401,US
266196,22393,BR
266013,22393,BR
266240,22393,BR
269109,22393,BR
197697,22377,PL
53233,22373,BR
136712,22369,IN
137213,22367,BD
398704,22363,CN
269433,22354,BR
265158,22334,BR
35067,22330,UA
262231,22327,AR
212999,22321,KZ
264406,22314,BR
197298,22310,RU
26292,22298,US
263067,22295,BR
17955,22292,JP
265570,22288,MX
60471,22277,AL
38750,22268,ID
139958,22262,ID
19201,22259,US
327987,22256,ZA
263587,22255,BR
267611,22255,BR
396420,22251,CA
60072,22247,RU
714,22242,US
21228,22237,UA
45382,22236,KR
15011,22236,US
56484,22233,IQ
262674,22216,BR
263934,22216,BR
50635,22209,AM
13855,22207,US
52409,22205,AR
29667,22198,BG
262311,22196,BR
131183,22183,BD
204957,22166,CZ
265258,22157,BR
263462,22157,BR
265724,22148,EC
268795,22137,BR
266492,22137,BR
31638,22127,IT
263209,22121,AR
268268,22117,BR
135223,22117,IN
29436,22116,UA
38364,22115,CN
11084,22104,CA
198356,22097,UA
266003,22097,BR
9009,22088,SK
139904,22079,BD
25780,22077,US
196821,22066,AZ
47193,22060,RU
204279,22052,LU
61828,22038,BR
52193,22029,RU
32444,22025,US
266772,22014,AR
53347,22014,US
27877,22006,AR
264998,21999,BR
24349,21991,CN
62000,21989,FR
12436,21979,BG
9340,21973,ID
33871,21966,RU
24811,21966,RU
45374,21960,KR
17586,21953,KR
263213,21945,AR
28187,21940,BR
16117,21925,SE
202448,21924,DE
269528,21920,BR
57422,21911,UA
140611,21904,BD
24822,21900,HU
48506,21897,MD
31404,21887,SE
269894,21882,PE
208031,21879,IL
393442,21872,US
269608,21861,BR
33923,21843,PL
37665,21822,GN
22051,21821,US
137553,21804,BD
135801,21801,IN
50401,21790,UA
57049,21790,UA
265630,21785,AR
28038,21785,AR
140448,21785,ID
34857,21785,LT
52433,21785,GY
270751,21782,BR
39869,21772,PL
17069,21762,AR
3842,21758,US
199276,21757,AL
16301,21748,RU
201411,21748,RU
268817,21743,BR
63930,21742,CN
203257,21732,IQ
263476,21723,BR
263492,21723,BR
50316,21722,IT
138343,21714,BD
264796,21704,CO
266568,21703,BR
52744,21684,BR
60068,21682,SG
45345,21670,NC
133331,21669,BD
262775,21664,BR
263749,21658,CR
44068,21654,RU
35356,21648,MT
266498,21644,BR
21949,21642,CA
31263,21641,IT
28439,21630,MX
44692,21629,PL
263943,21624,BR
57871,21623,RU
51997,21621,KZ
135743,21606,IN
11831,21606,CA
42189,21603,CZ
264646,21598,CO
37612,21596,CA
9647,21590,KR
267614,21585,BR
4826,21575,AU
42083,21566,TR
52173,21566,LV
25190,21565,LT
61910,21565,BR
265294,21565,BR
263778,21563,AR
136365,21550,IN
50362,21547,UA
264404,21546,BR
52718,21546,BR
262821,21546,BR
264486,21546,BR
12683,21530,RU
47286,21530,RU
35213,21529,UA
48926,21527,CZ
266332,21526,BR
263656,21526,BR
395846,21525,US
202672,21524,IQ
264765,21509,AR
262733,21506,BR
262903,21506,BR
57121,21505,PL
265738,21502,AR
15713,21501,UA
50911,21498,RU
269940,21494,HN
45061,21494,CN
263824,21492,BZ
131247,21490,BD
21100,21484,NL
29286,21479,IT
28279,21467,BR
266141,21467,BR
44209,21454,UA
263339,21447,BR
33548,21446,US
22639,21440,CA
136406,21429,BD
30325,21423,US
137121,21420,IN
57808,21405,RU
200357,21389,UA
52859,21388,BR
266769,21380,AR
140469,21377,ID
206448,21373,RU
59043,21369,CN
267211,21368,BR
263369,21368,BR
48830,21367,AZ
16006,21352,SK
264491,21348,BR
269161,21348,BR
263466,21348,BR
138465,21338,BD
328734,21335,KE
35714,21333,UA
35007,21327,PL
32867,21326,US
6966,21326,US
12033,21320,US
204957,21314,SG
1273,21312,GB
44812,21311,RU
42498,21311,RU
262213,21311,CL
268429,21309,BR
56204,21309,NP
51993,21305,UA
197248,21300,HU
327700,21277,MZ
267546,21270,BR
34985,21251,JP
262685,21250,BR
53813,21236,HK
49560,21235,MD
141194,21220,BD
11961,21218,US
270796,21210,BR
267916,21205,EC
138871,21201,ID
266275,21191,BR
44963,21186,RU
6939,21184,ID
267429,21171,BR
265348,21171,BR
263478,21171,BR
50751,21156,UA
47119,21155,RU
12261,21150,US
138146,21135,BD
264321,21132,BR
34629,21124,RU
37449,21119,SL
269685,21112,BR
263648,21112,BR
58405,21095,IN
60032,21083,FR
23584,21078,KR
137568,21076,BD
27693,21072,BR
269749,21071,VE
38121,21071,KR
266465,21053,BR
262372,21053,BR
59702,21041,SE
12150,21036,AR
6639,21035,KY
267955,21033,BR
53189,21033,BR
49120,21030,RU
58158,21030,RU
56791,21030,RU
36692,21019,JP
262854,21013,BR
397068,21002,US
203695,20999,RU
270036,20994,GT
266806,20990,AR
43153,20988,PL
3262,20985,ES
269359,20974,BR
140981,20973,BD
132092,20970,BD
28241,20954,BR
267947,20954,BR
45400,20937,KR
44387,20937,RU
136384,20935,PL
47273,20935,PL
264449,20915,BR
25222,20915,NL
263087,20915,BR
28128,20915,BR
26288,20905,CA
328594,20902,TD
139498,20901,IN
266880,20900,EC
6429,20883,CL
266236,20875,BR
48661,20872,CZ
204356,20859,LB
31404,20857,CH
24207,20855,ID
25491,20850,LB
271799,20840,DO
268311,20836,BR
328571,20832,GH
57093,20830,UA
35530,20830,UA
30236,20803,CA
141322,20803,IN
60187,20800,GB
263907,20796,BR
263054,20796,BR
141346,20789,BD
265657,20789,EC
42541,20787,DK
49107,20781,RU
268689,20777,BR
263948,20777,BR
197328,20777,TR
267629,20777,BR
267869,20773,CO
37280,20763,NG
49158,20762,GB
264927,20757,BR
263919,20757,BR
52758,20757,BR
60999,20756,LB
23671,20753,ID
29255,20744,SA
48278,20737,UA
32645,20735,US
264824,20734,EC
40098,20729,US
20283,20718,US
49893,20718,RU
5394,20717,IT
7690,20711,JP
265140,20698,BR
23316,20695,US
24751,20670,FI
49743,20668,PL
8075,20664,SG
263636,20658,BR
264568,20658,BR
262587,20658,BR
265185,20658,BR
263686,20656,HN
13170,20652,FI
33438,20647,NL
27960,20646,AR
25764,20644,US
51184,20642,AT
137587,20641,IN
263601,20639,BR
268207,20639,BR
264571,20639,BR
21263,20638,DE
9621,20633,JP
8779,20625,UA
199496,20624,ES
52428,20615,AR
141398,20611,BD
139280,20603,BD
262690,20599,BR
208131,20597,IQ
24251,20595,JP
25144,20588,RS
47452,20583,UZ
263400,20580,BR
262761,20580,BR
60609,20579,ES
327983,20577,ZA
264821,20575,DO
44695,20569,UA
199782,20562,RU
48441,20562,RU
200982,20562,RU
266551,20540,BR
269360,20540,BR
270692,20540,BR
263072,20540,BR
62360,20532,UA
48043,20531,RU
263754,20531,AR
39440,20531,CH
202173,20531,RU
210003,20529,AL
8968,20522,IT
52860,20520,BR
266914,20520,BR
41007,20519,KZ
59652,20504,UA
268158,20501,BR
202838,20500,RU
28745,20500,RU
39402,20497,LB
140084,20492,BD
135852,20487,IN
28224,20481,BR
27650,20476,CO
263525,20461,BR
210070,20447,DE
61570,20442,BR
45675,20441,JP
51158,20437,RU
59533,20437,RU
264663,20431,BZ
269215,20422,BR
271904,20416,VE
136897,20402,JP
262624,20402,BR
265407,20382,BR
1239,20377,US
58682,20376,BD
267332,20363,BR
41967,20355,UA
12355,20352,DE
51547,20344,RU
136022,20334,BD
10292,20325,JM
28647,20323,BR
264544,20323,BR
135735,20317,IN
138737,20309,IN
269783,20307,PY
56017,20306,PF
20473,20305,CA
266920,20304,BR
37287,20298,ZA
140992,20297,BD
131597,20289,TW
267464,20284,BR
200939,20270,AT
397086,20269,US
52941,20264,BR
17429,20251,CN
50427,20250,RU
6702,20243,UA
13692,20235,US
266943,20225,BR
262343,20225,BR
3267,20219,RU
51896,20216,IS
47223,20205,PL
57608,20205,PL
197643,20197,UA
138150,20188,BD
13333,20183,US
36988,20183,SL
200513,20157,RU
59616,20157,RU
13092,20150,RS
136266,20148,BD
28326,20146,BR
263294,20146,BR
262259,20134,AR
137969,20127,CN
264485,20126,BR
48909,20125,RU
53149,20106,BR
36958,20101,AT
262744,20087,BR
268404,20087,BR
264774,20080,AR
22191,20064,US
199319,20063,PL
44923,20063,RU
26223,20058,US
262805,20047,BR
263218,20042,GT
202870,20036,IT
24122,20015,BD
135258,20000,IN
63980,19995,BD
9009,19994,HK
198967,19994,DE
269094,19988,BR
211986,19980,IQ
33339,19979,US
23820,19978,JP
48544,19971,IT
37546,19971,ZA
56487,19969,RU
17625,19968,IN
16028,19967,MQ
268283,19949,BR
267297,19949,BR
29027,19940,LB
58002,19938,RU
48612,19938,RU
57982,19936,UA
266340,19890,BR
134343,19879,IN
3549,19879,CN
199652,19879,ES
24559,19876,MN
13638,19865,US
398844,19854,US
267186,19850,BR
263388,19850,BR
262728,19850,BR
8308,19849,PL
12403,19824,UA
49392,19822,CZ
45043,19815,UA
208087,19813,RU
56340,19813,RU
39248,19813,RU
198004,19813,PL
268546,19811,BR
270587,19811,BR
52339,19805,AR
376,19798,CA
137404,19786,PH
25082,19777,UA
28854,19773,SE
264025,19771,BR
28387,19758,MX
263852,19752,BR
53223,19752,BR
34989,19740,NO
35205,19732,DE
265978,19732,BR
262901,19732,BR
60725,19727,NL
60398,19723,LB
206866,19720,ES
135808,19708,IN
39273,19706,BH
44272,19697,BY
270861,19693,BR
47954,19689,RU
137975,19684,AF
208972,19679,TR
263499,19673,BR
197336,19671,PL
20278,19666,US
200924,19660,DE
137396,19658,BD
60203,19653,ES
141361,19638,PK
268509,19633,BR
263514,19633,BR
14288,19632,US
139806,19620,BD
44914,19618,PL
61745,19614,BR
327808,19614,ZA
265777,19614,AR
131717,19607,ID
18618,19603,US
197035,19600,UA
26919,19598,US
262683,19594,BR
265429,19594,BR
264319,19594,BR
52904,19574,BR
28257,19574,BR
264051,19574,BR
198227,19572,UA
200354,19563,UA
135413,19560,BD
263517,19555,BR
197897,19530,BG
14677,19518,US
53137,19515,BR
138730,19506,IN
63199,19506,CN
61272,19506,LT
50140,19501,RU
37073,19495,BF
268099,19495,BR
196961,19488,AZ
262643,19476,BR
268577,19476,BR
267948,19476,BR
263950,19456,BR
268960,19456,BR
265937,19436,BR
263167,19433,MX
197623,19427,SE
45287,19426,ID
270533,19417,BR
264284,19417,BR
52819,19417,BR
44668,19405,UA
174,19399,JP
3356,19397,BR
9706,19388,KR
48320,19377,RU
15930,19377,RU
197826,19377,RU
136639,19376,IN
61785,19357,BR
269174,19357,BR
34295,19346,BG
266103,19338,BR
263415,19338,BR
9335,19327,TH
23772,19327,IN
137935,19323,BD
63844,19316,BD
207889,19312,UA
267665,19298,BR
52566,19298,BR
263926,19298,BR
200738,19291,ES
41743,19283,RU
29076,19283,RU
59729,19283,BG
267433,19279,BR
268613,19279,BR
265075,19279,BR
265689,19270,AR
208339,19269,AM
137561,19268,PK
36549,19268,KY
45786,19267,ID
53271,19262,US
263464,19259,BR
56002,19257,CN
62282,19253,LT
140843,19243,BD
37717,19240,TN
54858,19240,US
201041,19237,UA
212280,19225,IQ
50776,19220,RU
262662,19219,BR
263028,19219,BR
269597,19219,BR
61240,19218,UA
20255,19216,UY
23520,19200,CO
24556,19193,BD
35913,19189,RU
198605,19184,DE
30844,19183,CD
262644,19180,BR
262591,19180,BR
269742,19172,CO
16229,19171,CY
327692,19168,TZ
131931,19168,JP
134304,19165,IN
52989,19160,BR
270301,19160,BR
208397,19135,UA
24355,19133,CN
1237,19132,KR
134312,19125,IN
265041,19121,BR
57760,19113,SK
46475,19103,US
44061,19101,PL
37002,19101,FR
134585,19096,BD
43594,19096,RU
7687,19091,JP
4621,19086,TH
5396,19080,IT
133317,19076,IN
212238,19070,CA
271069,19062,BR
61822,19062,BR
327754,19054,ZA
31593,19051,UA
264733,19050,PY
237,19046,US
12626,19044,FR
266494,19042,BR
12810,19041,MK
34092,19032,UA
29039,19023,UG
28252,19022,BR
139741,19021,NP
9583,19019,IN
136362,19019,IN
328207,19007,GQ
262498,19003,BR
268925,19003,BR
263650,19003,BR
25591,19002,RU
267904,19002,PE
51395,19000,CH
267788,18999,CO
135845,18979,IN
38031,18977,BD
55720,18969,TW
61478,18966,TT
28352,18963,BR
139053,18961,BD
268791,18943,BR
7005,18941,AR
48507,18940,RU
6939,18936,JP
42013,18925,PS
265435,18924,BR
136438,18915,BD
52320,18913,CO
37677,18908,CD
8075,18906,FI
268038,18904,BR
269908,18903,DO
2614,18900,RO
135373,18885,CN
135339,18885,BD
49101,18878,CZ
9871,18876,KR
13335,18870,SE
270814,18865,BR
136780,18862,MM
7250,18853,US
271898,18852,DO
30983,18847,MA
15870,18846,RU
266447,18845,BR
266345,18845,BR
40020,18824,US
269756,18820,EC
270679,18805,BR
263496,18805,BR
267453,18805,BR
263557,18805,BR
135848,18800,IN
31856,18800,ZW
270071,18793,EC
263222,18792,TT
32020,18792,BM
263433,18786,BR
35199,18781,PL
212463,18781,UA
327879,18770,CD
133865,18760,CN
208955,18752,RU
328331,18748,KE
270704,18746,BR
137826,18739,MM
52116,18737,RS
137515,18735,BD
38120,18734,KR
52924,18727,BR
136907,18727,SG
196739,18721,RU
44566,18717,MK
42510,18715,UA
131584,18715,TW
49290,18710,PL
262725,18707,BR
267477,18707,BR
23158,18705,US
23628,18705,JP
131952,18705,JP
9009,18690,RU
19318,18688,US
262480,18687,BR
135699,18687,IN
53764,18672,PR
52951,18667,BR
49759,18659,RU
57112,18656,NL
328015,18654,UG
58065,18639,SE
37605,18639,NG
9785,18638,ID
8368,18637,BE
50926,18636,ES
63629,18636,CN
58065,18623,EE
208708,18613,HU
267175,18608,BR
266423,18608,BR
262887,18608,BR
55828,18608,BD
139832,18604,BD
42000,18604,CZ
48654,18596,RU
28328,18589,BR
52536,18589,BR
17941,18589,JP
5385,18578,AT
59833,18576,UA
262764,18569,BR
29321,18558,CZ
47283,18557,UA
21837,18552,US
266020,18549,BR
268671,18549,BR
57718,18549,PL
16178,18544,AT
50126,18534,RU
53096,18529,BR
266260,18529,BR
28132,18529,BR
266055,18529,BR
44134,18516,DK
37219,18513,KE
267032,18510,BR
136929,18504,PH
10971,18495,US
37638,18495,CD
53048,18490,BR
262537,18470,BR
17253,18466,US
10054,18465,KR
13614,18455,US
137862,18452,BD
52748,18451,BR
266395,18451,BR
264195,18451,BR
263155,18451,BR
61826,18451,BR
19605,18444,US
46026,18439,ID
137829,18437,NP
264744,18418,EC
45433,18411,IN
56404,18408,UA
61317,18408,HR
30975,18407,PL
50606,18407,PL
133713,18403,IN
52495,18402,BO
270277,18391,BR
266754,18391,AR
61858,18391,BR
262320,18391,BR
138022,18390,BD
31642,18390,SE
39413,18380,UA
45193,18372,FM
141014,18370,IN
8399,18365,FR
11594,18358,US
12829,18357,BG
266401,18332,BR
266949,18332,BR
46408,18324,US
24277,18319,JP
266104,18313,BR
263383,18313,BR
23188,18301,US
34040,18299,CZ
35352,18296,UA
394380,18296,US
265172,18293,BR
264566,18293,BR
263011,18293,BR
11139,18289,KN
16397,18273,BR
137530,18271,BD
35434,18265,PL
265277,18253,BR
264384,18253,BR
24916,18252,GB
205673,18250,UA
139270,18242,BD
58130,18241,SK
1764,18239,AT
327717,18238,UG
13113,18237,IT
268205,18234,BR
265457,18234,BR
37182,18221,TZ
265303,18214,BR
139335,18205,BD
62091,18203,UA
141127,18195,ID
266471,18194,BR
268692,18194,BR
270098,18192,DO
2381,18188,US
3663,18182,US
28103,18179,PY
61851,18175,BR
267395,18175,BR
269138,18175,BR
2501,18165,JP
52419,18161,AR
132652,18161,ID
196838,18160,AL
19751,18159,US
262619,18155,BR
264246,18155,BR
200414,18140,PL
4515,18139,CN
21859,18129,PH
2508,18127,JP
28610,18115,BR
197688,18110,UA
265634,18108,AR
49827,18101,UA
267878,18100,AR
28964,18091,RS
45780,18088,AU
30110,18080,US
262769,18076,BR
262530,18076,BR
47939,18073,UA
47889,18073,UA
22792,18068,US
57753,18066,RU
49112,18063,FR
49465,18054,UA
48956,18051,PL
38201,18048,TO
17379,18037,BR
60068,18033,PL
40933,18029,US
43402,18026,ES
11071,18023,US
134090,18000,AU
136759,17999,BD
47800,17998,UA
267090,17997,BR
139982,17991,ID
38524,17985,ID
52930,17978,BR
267076,17978,BR
264381,17978,BR
28007,17976,DO
269788,17969,VE
15054,17960,US
262809,17958,BR
266080,17958,BR
60876,17955,DK
197602,17942,UA
48128,17941,RU
38753,17940,ID
264906,17938,BR
263531,17938,BR
202766,17936,ES
9619,17934,JP
43420,17926,PL
8075,17924,CH
33132,17920,US
61510,17902,AR
17775,17891,CN
62332,17891,ES
56566,17888,CZ
262491,17879,BR
268408,17879,BR
44882,17879,RU
21571,17879,BR
269237,17879,BR
52420,17871,AR
44078,17868,UA
266734,17864,DO
262478,17859,BR
61900,17840,BR
264936,17840,BR
267564,17840,BR
16245,17821,DK
267531,17820,BR
265336,17820,BR
57133,17804,LB
39047,17802,UA
57344,17801,BG
267074,17800,BR
268819,17800,BR
37100,17799,UG
42581,17786,KG
29072,17785,RU
267699,17780,EC
13287,17778,ES
19009,17773,US
15626,17756,UA
21447,17754,RU
37571,17752,CD
206910,17748,PL
57960,17747,UA
28639,17741,BR
264288,17741,BR
61940,17741,BR
265319,17741,BR
394972,17727,US
38692,17724,KR
30784,17723,RU
59637,17723,RU
61648,17721,BR
264952,17721,BR
41105,17717,SE
47245,17709,UA
264547,17702,BR
266129,17702,BR
263726,17695,AR
137824,17687,AF
263990,17682,BR
29259,17682,DE
32133,17682,US
61761,17682,BR
397545,17668,CA
52680,17662,BR
43434,17660,RU
52651,17642,BR
263929,17642,BR
197704,17642,PL
262575,17642,BR
140930,17634,BD
31245,17623,TN
270252,17623,BR
135449,17622,ID
264837,17599,VE
57781,17598,RU
138423,17586,PK
8778,17580,SK
17911,17577,PK
16532,17576,CA
23481,17574,US
15100,17574,US
1213,17573,IE
46231,17568,US
269444,17564,BR
23105,17544,BR
61939,17544,BR
269527,17544,BR
134294,17543,IN
12593,17532,UA
265417,17524,BR
263402,17524,BR
7600,17520,AU
56460,17513,GB
56264,17513,BD
328333,17500,ZA
327922,17500,ZA
265524,17486,MX
267657,17485,BR
60159,17476,UA
138379,17474,PH
200802,17473,RU
36351,17471,JP
263573,17465,BR
48427,17461,ES
393467,17460,US
264009,17445,BR
264565,17445,BR
270316,17445,BR
265499,17445,BR
13213,17442,RU
31349,17432,CZ
264756,17432,PY
134971,17429,BD
28341,17426,BR
209380,17409,TR
17584,17408,KR
265106,17406,BR
135037,17406,BD
50999,17395,SA
7516,17394,JP
38365,17394,CN
139421,17390,ID
199493,17377,RS
138276,17373,IN
266441,17366,BR
61649,17366,BR
51960,17357,PL
29405,17355,SK
263698,17349,CR
198187,17339,PL
49491,17337,UA
263762,17333,CR
52790,17327,BR
263015,17327,BR
197674,17317,LB
25429,17317,BI
136141,17313,BD
6233,17312,US
137584,17310,BD
133469,17308,IN
52881,17307,BR
199984,17298,TR
266710,17298,AR
136625,17292,IN
57712,17286,RU
42574,17286,RU
43967,17281,UA
9392,17269,CN
263622,17268,BR
53245,17268,BR
264880,17268,BR
29319,17255,RU
21032,17254,DE
262418,17248,BR
263223,17248,VE
263435,17248,BR
134032,17243,IN
138774,17243,IN
45102,17243,IN
17726,17243,KH
17049,17233,US
199723,17232,PL
60636,17230,IL
263516,17228,BR
267012,17228,BR
262456,17209,BR
28163,17209,BR
136258,17207,CA
132203,17201,JP
17025,17198,US
6461,17198,CA
206957,17197,PL
39399,17197,UA
39256,17192,RU
37163,17192,BF
203730,17192,RU
52300,17191,AR
265817,17191,AR
262286,17189,BR
269424,17189,BR
267373,17189,BR
264900,17169,BR
48045,17169,UA
52213,17169,UA
262527,17169,BR
270062,17167,CO
138452,17158,BD
134258,17154,IN
56146,17136,VN
47349,17130,RU
264137,17130,BR
35613,17127,CZ
31543,17123,AT
35238,17119,FR
57134,17113,MK
264301,17110,BR
264297,17110,BR
263022,17110,BR
44086,17108,PL
15440,17105,LT
45557,17094,VN
262767,17090,BR
13381,17080,CL
37363,17080,ZA
32860,17077,TZ
207304,17076,IQ
61670,17071,BR
269529,17071,BR
41068,17067,LB
328223,17065,MZ
196906,17057,UA
205005,17053,IT
39822,17048,UA
39939,17045,US
28418,17045,MX
34610,17044,SE
43994,17042,KZ
18624,17039,US
38934,17036,RU
200521,17032,ES
262324,17031,BR
262752,17031,BR
263189,17031,PE
270393,17031,BR
18245,17021,CN
29396,17016,NL
28255,17012,BR
262676,17012,BR
136986,17012,AF
43452,17005,MK
135600,16998,SG
268119,16992,BR
262861,16992,BR
140287,16988,BD
6740,16975,CZ
44678,16974,RU
44710,16973,UA
37317,16972,ZA
262774,16972,BR
263374,16972,BR
28362,16972,BR
8220,16968,FR
10214,16964,AU
328388,16956,ZA
61275,16945,NO
197175,16943,RU
327714,16929,TZ
2864,16927,UA
139697,16922,AF
135126,16914,AU
263532,16913,BR
266584,16913,BR
52557,16913,BR
134897,16894,IN
264426,16893,BR
265044,16893,BR
264112,16893,BR
267038,16893,BR
7668,16892,JP
38097,16889,KR
51866,16880,UA
16717,16880,US
51880,16880,RU
263471,16874,BR
141452,16871,BD
262820,16854,BR
394330,16852,US
270049,16845,EC
134783,16841,KI
265423,16834,BR
271060,16834,BR
17705,16816,NZ
42714,16787,UA
50247,16787,PL
8273,16779,DK
53194,16775,BR
266514,16775,BR
61931,16775,BR
51101,16769,PL
49620,16759,UA
51622,16759,UA
395127,16755,CA
328596,16754,ZA
264696,16750,HN
137681,16740,IN
263819,16736,CO
47551,16724,RU
4581,16721,US
395748,16721,US
136380,16720,NP
28919,16717,AT
267313,16716,BR
58656,16708,BD
9757,16707,KR
61272,16699,NL
17514,16699,JP
49848,16693,RU
200064,16693,ES
22742,16692,US
268628,16676,BR
36982,16676,ZA
53755,16675,US
28288,16657,BR
270505,16657,BR
25375,16653,CH
263009,16637,BR
61704,16637,BR
141091,16635,ID
25100,16631,RU
263436,16617,BR
55799,16616,HK
52507,16610,AR
50349,16609,PL
57798,16599,RU
268141,16598,BR
35132,16590,NO
328259,16585,SN
134970,16583,BD
264455,16578,BR
268101,16578,BR
134337,16570,IN
197070,16568,RU
36986,16565,ZW
205640,16562,UZ
262169,16560,EC
199435,16558,ES
264599,16558,BR
262373,16558,BR
55943,16556,PF
53054,16538,BR
53234,16538,BR
57478,16538,PL
268598,16538,BR
197833,16520,PL
29687,16511,BG
48667,16506,RU
51436,16502,PL
52761,16499,BR
263311,16499,BR
265242,16499,BR
28246,16479,BR
270581,16479,BR
266201,16479,BR
41034,16475,RU
63945,16462,PG
266978,16460,BR
262895,16460,BR
270020,16457,CO
37088,16448,NG
200773,16445,ES
51904,16443,RU
11240,16442,US
23777,16430,JP
15153,16425,US
52937,16420,BR
264949,16420,BR
9177,16412,RU
52945,16400,BR
44769,16391,SE
62161,16389,HR
39442,16381,RU
61587,16381,BR
29074,16377,UA
20634,16370,LI
37515,16365,ZA
209699,16362,IQ
270723,16361,BR
269429,16361,BR
44443,16358,UA
35046,16351,CZ
31404,16348,DE
21559,16344,PR
264393,16341,BR
53139,16341,BR
263920,16341,BR
56972,16340,UA
137703,16335,BD
38538,16334,IN
41356,16324,PL
30041,16323,US
270484,16322,BR
265032,16322,BR
266371,16322,BR
269462,16322,BR
137532,16312,BD
61481,16304,AR
55821,16303,PH
265219,16302,BR
266167,16302,BR
268479,16302,BR
15305,16300,US
27865,16296,AR
270592,16282,BR
264116,16282,BR
39369,16276,SE
10021,16275,JP
268257,16263,BR
264635,16259,SV
44270,16256,RU
39735,16256,RU
14750,16249,US
264170,16243,BR
263427,16243,BR
54182,16239,CA
135527,16225,BD
268330,16223,BR
61876,16223,BR
52905,16223,BR
50334,16215,BY
265705,16214,EC
263739,16212,AR
197738,16209,UA
266779,16206,CL
138130,16204,ID
267991,16203,BR
263637,16203,BR
30801,16194,FR
138694,16191,BD
22379,16186,US
62099,16183,CZ
328480,16179,ZA
134601,16170,BD
393445,16165,CA
262460,16164,BR
266063,16164,BR
49301,16163,RU
136207,16162,BD
56242,16159,ID
58507,16156,AU
135391,16151,CN
266322,16144,BR
138915,16140,HK
138497,16139,BD
22616,16137,MX
57962,16135,UA
137541,16131,BD
53025,16125,BR
262353,16125,BR
264463,16125,BR
264897,16125,BR
266178,16125,BR
42248,16113,BG
139952,16108,ID
197520,16107,UA
201337,16106,ES
266022,16105,BR
53016,16105,BR
262698,16105,BR
48803,16103,SE
23930,16102,PH
8220,16097,IT
141217,16097,BD
57332,16093,PL
17293,16090,US
208494,16088,UA
37675,16086,ZA
266532,16085,BR
264278,16085,BR
42864,16085,HU
35790,16084,SE
60426,16083,GB
263790,16082,AR
136972,16080,AU
26617,16076,SV
15468,16069,RU
268691,16065,BR
266242,16065,BR
132778,16059,IN
62044,16058,DK
8075,16055,AU
134437,16051,BD
61756,16046,BR
266012,16046,BR
268701,16046,BR
34665,16038,RU
37552,16034,GM
138509,16032,BD
15433,16028,SM
271193,16026,BR
47206,16024,FR
36913,16022,MW
51234,16007,RU
57424,16007,RU
22351,16007,GB
268471,16006,BR
53061,16006,BR
264550,16006,BR
31556,16004,UA
198605,16000,BE
7590,15995,PK
61675,15987,BR
18190,15979,PH
134009,15978,IN
265663,15968,AR
20626,15968,SE
28638,15967,BR
8008,15959,US
52963,15947,BR
263390,15947,BR
37172,15946,ZA
136305,15945,IN
48494,15944,RU
51515,15944,RU
49798,15942,SK
51390,15933,PL
137416,15931,BD
201770,15930,FR
23074,15927,BR
136879,15921,ID
28999,15919,IT
7474,15916,AU
41925,15913,RU
28366,15908,BR
267638,15908,BR
138607,15903,CN
51121,15902,UA
9183,15895,DE
265945,15888,BR
269162,15888,BR
262367,15888,BR
31059,15882,RU
327830,15878,BW
24441,15874,KH
51522,15874,UA
264119,15868,BR
268580,15868,BR
207235,15851,RU
266858,15847,PY
44341,15846,UA
17538,15836,ID
268618,15829,BR
52399,15822,AR
328275,15821,ZA
24634,15820,LB
7505,15812,JP
266124,15809,BR
43400,15809,UA
265972,15809,BR
270596,15809,BR
39737,15806,RO
21309,15805,IT
207589,15798,FR
56233,15796,ID
136874,15796,ID
50994,15790,PL
51156,15788,RU
139716,15786,BD
8343,15781,UA
52817,15770,BR
7465,15770,BR
265093,15770,BR
15169,15764,TW
395886,15760,US
269901,15758,VE
43700,15757,LT
50258,15757,RU
60624,15755,PL
11525,15754,US
27720,15750,BR
265181,15750,BR
267269,15750,BR
13041,15745,ES
264500,15730,BR
37183,15728,ZA
30855,15726,RU
27754,15723,AR
264731,15722,PA
206092,15718,SE
267462,15711,BR
262622,15711,BR
265938,15711,BR
54579,15703,US
50331,15701,PL
268655,15691,BR
11844,15691,BR
7011,15686,US
56140,15677,MY
43653,15672,SK
206092,15672,SG
7048,15671,BR
31685,15669,UA
394449,15669,US
50153,15666,PL
267619,15651,BR
135253,15645,IN
11062,15641,US
28851,15635,CZ
29456,15632,RU
137871,15630,BD
136697,15629,IN
138746,15621,IN
2828,15618,US
270823,15612,BR
264592,15612,BR
201556,15601,RU
52907,15592,BR
61734,15592,BR
213145,15588,TR
17551,15587,AU
33438,15586,ES
